cablaggio,f_hz,rj1,blk,icmax_q132,icmin_q132,icmax_q133,icmin_q133,classe_a,vpk_outa,vpk_j2,irms_rsep1
2,20000,10k,f1,0.0203167,0.0202303,-0.0202887,-0.0204745,1,3.80309,3.81437,0.000274443
2,20000,10k,f2,0.0203167,0.0202303,-0.0202887,-0.0204745,1,3.80309,3.81437,0.000274443
2,20000,1k,a,0.0223548,0.0181834,-0.018409,-0.0223624,1,3.80298,3.81425,0.002584
2,20000,1k,f1,0.0203167,0.0202303,-0.0202887,-0.0204745,1,3.80298,3.81425,0.002584
2,20000,1k,f2,0.0203167,0.0202303,-0.0202887,-0.0204745,1,3.80298,3.81425,0.002584
2,20000,100,a,0.0337002,0.00741395,-0.00764964,-0.0338031,1,3.80247,3.81371,0.018358
2,20000,100,f1,0.0203167,0.0202303,-0.0202886,-0.0204745,1,3.80247,3.81371,0.018358
2,20000,100,f2,0.0203167,0.0202303,-0.0202886,-0.0204745,1,3.80247,3.81371,0.018358
2,20000,47,a,0.0419607,0.00123995,-0.00144552,-0.042223,1,3.8028,3.814,0.0286875
2,20000,47,f1,0.0203167,0.0202303,-0.0202884,-0.0204745,1,3.8028,3.814,0.0286875
2,20000,47,f2,0.0203167,0.0202303,-0.0202884,-0.0204745,1,3.8028,3.814,0.0286875
2,20000,22,a,0.0549314,-1.08119E-05,9.18745E-06,-0.0557109,0,3.80348,3.81461,0.0390256
2,20000,22,f1,0.020317,0.0202303,-0.0202873,-0.0204741,1,3.80348,3.81461,0.0390256
2,20000,22,f2,0.020317,0.0202303,-0.0202873,-0.0204741,1,3.80348,3.81461,0.0390256
2,20000,10,a,0.0662524,-2.32662E-05,2.17789E-05,-0.06747,0,3.80337,3.81439,0.0471559
2,20000,10,f1,0.0203166,0.0202303,-0.0202858,-0.0204744,1,3.80337,3.81439,0.0471559
2,20000,10,f2,0.0203166,0.0202303,-0.0202858,-0.0204744,1,3.80337,3.81439,0.0471559
2,20000,1,a,0.07836,-3.03266E-05,2.75629E-05,-0.0802412,0,3.80332,3.81419,0.0558742
2,20000,1,f1,0.0203166,0.0202303,-0.0202853,-0.0204751,1,3.80332,3.81419,0.0558742
2,20000,1,f2,0.0203166,0.0202303,-0.0202853,-0.0204751,1,3.80332,3.81419,0.0558742
2,20000,0.01,a,0.0799673,-3.11497E-05,2.81488E-05,-0.0819504,0,3.80332,3.81418,0.0570336
2,20000,0.01,f1,0.0203166,0.0202303,-0.0202853,-0.0204751,1,3.80332,3.81418,0.0570336
2,20000,0.01,f2,0.0203166,0.0202303,-0.0202853,-0.0204751,1,3.80332,3.81418,0.0570336
