k,mode,rsrc,rload,ccable,fcross_hz,pm_deg,tdb_10hz,tdb_20k
2,0.1,1k,10k,470p,145135,85.109,61.7452,17.18
2,0.1,1k,10k,1n,145109,84.7519,61.7452,17.1795
2,0.1,1k,10k,1.5n,145041,84.4185,61.7453,17.1791
2,0.1,1k,10k,1.8n,144980,84.2207,61.7453,17.1788
2,0.1,1k,10k,2.2n,144877,83.9602,61.7453,17.1783
2,0.1,1k,10k,2.7n,144713,83.6406,61.7453,17.1777
2,0.1,1k,10k,3.3n,144468,83.2675,61.7453,17.177
2,0.1,1k,10k,3.9n,144179,82.9072,61.7454,17.1762
2,0.1,1k,10k,4.7n,143722,82.4496,61.7454,17.175
2,0.1,1.5k,100k,1f,145292,85.4046,61.8429,17.1905
2,0.1,1.5k,100k,470p,145308,85.0827,61.8429,17.1901
2,0.1,1.5k,100k,1n,145281,84.7218,61.8429,17.1897
2,0.1,1.5k,100k,1.5n,145212,84.3848,61.8429,17.1892
2,0.1,1.5k,100k,1.8n,145150,84.1849,61.8429,17.1889
2,0.1,1.5k,100k,2.2n,145045,83.9217,61.8429,17.1885
2,0.1,1.5k,100k,2.7n,144878,83.5989,61.8429,17.1879
2,0.1,1.5k,100k,3.3n,144627,83.2223,61.8429,17.1871
2,0.1,1.5k,100k,3.9n,144331,82.8587,61.8429,17.1863
2,0.1,1.5k,100k,4.7n,143867,82.3971,61.8429,17.185
2,0.1,1.5k,10k,1f,145119,85.4073,61.7452,17.1803
2,0.1,1.5k,10k,470p,145135,85.0888,61.7452,17.18
2,0.1,1.5k,10k,1n,145109,84.7317,61.7452,17.1795
2,0.1,1.5k,10k,1.5n,145041,84.3984,61.7453,17.1791
2,0.1,1.5k,10k,1.8n,144980,84.2006,61.7453,17.1788
2,0.1,1.5k,10k,2.2n,144877,83.9401,61.7453,17.1783
2,0.1,1.5k,10k,2.7n,144713,83.6205,61.7453,17.1777
2,0.1,1.5k,10k,3.3n,144468,83.2475,61.7453,17.177
2,0.1,1.5k,10k,3.9n,144179,82.8872,61.7454,17.1762
2,0.1,1.5k,10k,4.7n,143722,82.4296,61.7454,17.175
2,0.1,2k,100k,1f,145292,85.3845,61.8429,17.1905
2,0.1,2k,100k,470p,145308,85.0626,61.8429,17.1901
2,0.1,2k,100k,1n,145281,84.7016,61.8429,17.1897
2,0.1,2k,100k,1.5n,145211,84.3647,61.8429,17.1892
2,0.1,2k,100k,1.8n,145150,84.1648,61.8429,17.1889
2,0.1,2k,100k,2.2n,145045,83.9016,61.8429,17.1885
2,0.1,2k,100k,2.7n,144878,83.5788,61.8429,17.1879
2,0.1,2k,100k,3.3n,144627,83.2022,61.8429,17.1871
2,0.1,2k,100k,3.9n,144331,82.8387,61.8429,17.1863
2,0.1,2k,100k,4.7n,143867,82.3772,61.8429,17.185
2,0.1,2k,10k,1f,145119,85.3872,61.7452,17.1803
2,0.1,2k,10k,470p,145135,85.0687,61.7452,17.18
2,0.1,2k,10k,1n,145109,84.7116,61.7452,17.1795
2,0.1,2k,10k,1.5n,145041,84.3783,61.7453,17.1791
2,0.1,2k,10k,1.8n,144980,84.1805,61.7453,17.1788
2,0.1,2k,10k,2.2n,144877,83.92,61.7453,17.1783
2,0.1,2k,10k,2.7n,144713,83.6005,61.7453,17.1777
2,0.1,2k,10k,3.3n,144468,83.2274,61.7453,17.177
2,0.1,2k,10k,3.9n,144178,82.8672,61.7454,17.1762
2,0.1,2k,10k,4.7n,143722,82.4097,61.7454,17.175
2,0.1,2.5k,100k,1f,145291,85.3644,61.8429,17.1905
2,0.1,2.5k,100k,470p,145308,85.0424,61.8429,17.1901
2,0.1,2.5k,100k,1n,145280,84.6815,61.8429,17.1897
2,0.1,2.5k,100k,1.5n,145211,84.3446,61.8429,17.1892
2,0.1,2.5k,100k,1.8n,145150,84.1447,61.8429,17.1889
2,0.1,2.5k,100k,2.2n,145044,83.8815,61.8429,17.1885
2,0.1,2.5k,100k,2.7n,144877,83.5588,61.8429,17.1879
2,0.1,2.5k,100k,3.3n,144627,83.1822,61.8429,17.1871
2,0.1,2.5k,100k,3.9n,144330,82.8187,61.8429,17.1863
2,0.1,2.5k,100k,4.7n,143867,82.3572,61.8429,17.185
2,0.1,2.5k,10k,1f,145119,85.3671,61.7452,17.1803
2,0.1,2.5k,10k,470p,145135,85.0486,61.7452,17.18
2,0.1,2.5k,10k,1n,145108,84.6915,61.7452,17.1795
2,0.1,2.5k,10k,1.5n,145040,84.3582,61.7453,17.1791
2,0.1,2.5k,10k,1.8n,144980,84.1604,61.7453,17.1788
2,0.1,2.5k,10k,2.2n,144877,83.8999,61.7453,17.1783
2,0.1,2.5k,10k,2.7n,144712,83.5805,61.7453,17.1777
2,0.1,2.5k,10k,3.3n,144468,83.2074,61.7453,17.177
2,0.1,2.5k,10k,3.9n,144178,82.8473,61.7454,17.1762
2,0.1,2.5k,10k,4.7n,143722,82.3898,61.7454,17.175
3,1g,1m,100k,1f,466853,68.3828,72.3716,27.2045
3,1g,1m,100k,470p,467609,67.2913,72.3716,27.2041
3,1g,1m,100k,1n,466901,66.1425,72.3716,27.2037
3,1g,1m,100k,1.5n,464835,65.183,72.3716,27.2032
3,1g,1m,100k,1.8n,463040,64.6773,72.3716,27.2029
3,1g,1m,100k,2.2n,460128,64.0898,72.3716,27.2024
3,1g,1m,100k,2.7n,455896,63.4924,72.3716,27.2018
3,1g,1m,100k,3.3n,450353,62.9592,72.3716,27.2011
3,1g,1m,100k,3.9n,444604,62.6001,72.3716,27.2002
3,1g,1m,100k,4.7n,437082,62.3349,72.3716,27.199
3,1g,1m,10k,1f,466283,68.3969,72.2671,27.1943
3,1g,1m,10k,470p,467031,67.3172,72.2672,27.1939
3,1g,1m,10k,1n,466341,66.18,72.2672,27.1935
3,1g,1m,10k,1.5n,464313,65.2292,72.2672,27.193
3,1g,1m,10k,1.8n,462549,64.7273,72.2672,27.1927
3,1g,1m,10k,2.2n,459683,64.1434,72.2672,27.1922
3,1g,1m,10k,2.7n,455519,63.548,72.2672,27.1917
3,1g,1m,10k,3.3n,450047,63.015,72.2673,27.1909
3,1g,1m,10k,3.9n,444367,62.6541,72.2673,27.1901
3,1g,1m,10k,4.7n,436916,62.3851,72.2673,27.1888
3,1g,500,100k,1f,466852,68.3179,72.3716,27.2045
3,1g,500,100k,470p,467607,67.2263,72.3716,27.2041
3,1g,500,100k,1n,466899,66.0775,72.3716,27.2037
3,1g,500,100k,1.5n,464834,65.1184,72.3716,27.2032
3,1g,500,100k,1.8n,463039,64.6129,72.3716,27.2029
3,1g,500,100k,2.2n,460127,64.0258,72.3716,27.2024
3,1g,500,100k,2.7n,455894,63.429,72.3716,27.2018
3,1g,500,100k,3.3n,450352,62.8966,72.3716,27.2011
3,1g,500,100k,3.9n,444603,62.5383,72.3716,27.2002
3,1g,500,100k,4.7n,437081,62.2741,72.3716,27.199
3,1g,500,10k,1f,466282,68.332,72.2671,27.1943
3,1g,500,10k,470p,467030,67.2522,72.2672,27.1939
3,1g,500,10k,1n,466340,66.1152,72.2672,27.1935
3,1g,500,10k,1.5n,464312,65.1646,72.2672,27.193
3,1g,500,10k,1.8n,462548,64.663,72.2672,27.1927
3,1g,500,10k,2.2n,459681,64.0795,72.2672,27.1922
3,1g,500,10k,2.7n,455518,63.4846,72.2672,27.1917
3,1g,500,10k,3.3n,450046,62.9524,72.2673,27.1909
3,1g,500,10k,3.9n,444366,62.5923,72.2673,27.1901
3,1g,500,10k,4.7n,436914,62.3244,72.2673,27.1888
3,1g,1k,100k,1f,466849,68.2531,72.3716,27.2045
3,1g,1k,100k,470p,467605,67.1614,72.3716,27.2041
3,1g,1k,100k,1n,466897,66.0127,72.3716,27.2037
3,1g,1k,100k,1.5n,464831,65.0539,72.3716,27.2032
3,1g,1k,100k,1.8n,463037,64.5486,72.3716,27.2029
3,1g,1k,100k,2.2n,460125,63.9619,72.3716,27.2024
3,1g,1k,100k,2.7n,455892,63.3657,72.3716,27.2018
3,1g,1k,100k,3.3n,450350,62.8341,72.3716,27.2011
3,1g,1k,100k,3.9n,444601,62.4766,72.3716,27.2002
3,1g,1k,100k,4.7n,437080,62.2134,72.3716,27.199
3,1g,1k,10k,1f,466279,68.2673,72.2671,27.1943
3,1g,1k,10k,470p,467027,67.1874,72.2672,27.1939
3,1g,1k,10k,1n,466337,66.0505,72.2672,27.1935
3,1g,1k,10k,1.5n,464310,65.1002,72.2672,27.193
3,1g,1k,10k,1.8n,462545,64.5988,72.2672,27.1927
3,1g,1k,10k,2.2n,459679,64.0157,72.2672,27.1922
3,1g,1k,10k,2.7n,455516,63.4214,72.2672,27.1917
3,1g,1k,10k,3.3n,450044,62.89,72.2673,27.1909
3,1g,1k,10k,3.9n,444364,62.5306,72.2673,27.1901
3,1g,1k,10k,4.7n,436913,62.2637,72.2673,27.1888
3,1g,1.5k,100k,1f,466846,68.1884,72.3716,27.2045
3,1g,1.5k,100k,470p,467601,67.0966,72.3716,27.2041
3,1g,1.5k,100k,1n,466893,65.948,72.3716,27.2037
3,1g,1.5k,100k,1.5n,464828,64.9895,72.3716,27.2032
3,1g,1.5k,100k,1.8n,463033,64.4845,72.3716,27.2029
3,1g,1.5k,100k,2.2n,460122,63.8982,72.3716,27.2024
3,1g,1.5k,100k,2.7n,455889,63.3026,72.3716,27.2018
3,1g,1.5k,100k,3.3n,450347,62.7717,72.3716,27.2011
3,1g,1.5k,100k,3.9n,444599,62.4149,72.3716,27.2002
3,1g,1.5k,100k,4.7n,437077,62.1529,72.3716,27.199
3,1g,1.5k,10k,1f,466276,68.2027,72.2671,27.1943
3,1g,1.5k,10k,470p,467024,67.1227,72.2672,27.1939
3,1g,1.5k,10k,1n,466334,65.9858,72.2672,27.1935
3,1g,1.5k,10k,1.5n,464306,65.0359,72.2672,27.193
3,1g,1.5k,10k,1.8n,462542,64.5347,72.2672,27.1927
3,1g,1.5k,10k,2.2n,459676,63.952,72.2672,27.1922
3,1g,1.5k,10k,2.7n,455513,63.3583,72.2672,27.1917
3,1g,1.5k,10k,3.3n,450041,62.8276,72.2673,27.1909
3,1g,1.5k,10k,3.9n,444361,62.469,72.2673,27.1901
3,1g,1.5k,10k,4.7n,436910,62.2032,72.2673,27.1888
3,1g,2k,100k,1f,466841,68.1238,72.3716,27.2045
3,1g,2k,100k,470p,467596,67.0319,72.3716,27.2041
3,1g,2k,100k,1n,466889,65.8835,72.3716,27.2037
3,1g,2k,100k,1.5n,464823,64.9252,72.3716,27.2032
3,1g,2k,100k,1.8n,463029,64.4204,72.3716,27.2029
3,1g,2k,100k,2.2n,460117,63.8346,72.3716,27.2024
3,1g,2k,100k,2.7n,455885,63.2395,72.3716,27.2018
3,1g,2k,100k,3.3n,450343,62.7094,72.3716,27.2011
3,1g,2k,100k,3.9n,444595,62.3534,72.3716,27.2002
3,1g,2k,100k,4.7n,437073,62.0924,72.3716,27.199
3,1g,2k,10k,1f,466271,68.1382,72.2671,27.1943
3,1g,2k,10k,470p,467019,67.0581,72.2672,27.1939
3,1g,2k,10k,1n,466329,65.9214,72.2672,27.1935
3,1g,2k,10k,1.5n,464301,64.9717,72.2672,27.193
3,1g,2k,10k,1.8n,462537,64.4707,72.2672,27.1927
3,1g,2k,10k,2.2n,459671,63.8884,72.2672,27.1922
3,1g,2k,10k,2.7n,455509,63.2953,72.2672,27.1917
3,1g,2k,10k,3.3n,450037,62.7654,72.2673,27.1909
3,1g,2k,10k,3.9n,444357,62.4076,72.2673,27.1901
3,1g,2k,10k,4.7n,436906,62.1427,72.2673,27.1888
3,1g,2.5k,100k,1f,466835,68.0593,72.3716,27.2045
3,1g,2.5k,100k,470p,467590,66.9674,72.3716,27.2041
3,1g,2.5k,100k,1n,466883,65.819,72.3716,27.2037
3,1g,2.5k,100k,1.5n,464817,64.861,72.3716,27.2032
3,1g,2.5k,100k,1.8n,463023,64.3565,72.3716,27.2029
3,1g,2.5k,100k,2.2n,460112,63.7711,72.3716,27.2024
3,1g,2.5k,100k,2.7n,455880,63.1766,72.3716,27.2018
3,1g,2.5k,100k,3.3n,450338,62.6472,72.3716,27.2011
3,1g,2.5k,100k,3.9n,444590,62.2921,72.3716,27.2002
3,1g,2.5k,100k,4.7n,437069,62.032,72.3716,27.199
3,1g,2.5k,10k,1f,466265,68.0738,72.2671,27.1943
3,1g,2.5k,10k,470p,467013,66.9936,72.2672,27.1939
3,1g,2.5k,10k,1n,466323,65.857,72.2672,27.1935
3,1g,2.5k,10k,1.5n,464296,64.9076,72.2672,27.193
3,1g,2.5k,10k,1.8n,462532,64.4069,72.2672,27.1927
3,1g,2.5k,10k,2.2n,459666,63.825,72.2672,27.1922
3,1g,2.5k,10k,2.7n,455503,63.2324,72.2672,27.1917
3,1g,2.5k,10k,3.3n,450032,62.7032,72.2673,27.1909
3,1g,2.5k,10k,3.9n,444353,62.3462,72.2673,27.1901
3,1g,2.5k,10k,4.7n,436902,62.0824,72.2673,27.1888
3,0.1,1m,100k,1f,145506,86.7874,61.8429,17.1907
3,0.1,1m,100k,470p,145523,86.4651,61.8429,17.1904
3,0.1,1m,100k,1n,145495,86.1034,61.8429,17.1899
3,0.1,1m,100k,1.5n,145426,85.7653,61.8429,17.1894
3,0.1,1m,100k,1.8n,145363,85.5646,61.8429,17.1891
3,0.1,1m,100k,2.2n,145258,85.3,61.8429,17.1887
3,0.1,1m,100k,2.7n,145090,84.9752,61.8429,17.1881
3,0.1,1m,100k,3.3n,144838,84.5957,61.8429,17.1873
3,0.1,1m,100k,3.9n,144534,84.2292,61.8429,17.1865
3,0.1,1m,100k,4.7n,144068,83.7627,61.8429,17.1853
3,0.1,1m,10k,1f,145334,86.7884,61.7452,17.1806
3,0.1,1m,10k,470p,145350,86.4696,61.7452,17.1802
3,0.1,1m,10k,1n,145323,86.1118,61.7452,17.1798
3,0.1,1m,10k,1.5n,145254,85.7773,61.7453,17.1793
3,0.1,1m,10k,1.8n,145193,85.5786,61.7453,17.179
3,0.1,1m,10k,2.2n,145089,85.3168,61.7453,17.1786
3,0.1,1m,10k,2.7n,144924,84.9953,61.7453,17.178
3,0.1,1m,10k,3.3n,144676,84.6195,61.7453,17.1772
3,0.1,1m,10k,3.9n,144382,84.2563,61.7454,17.1764
3,0.1,1m,10k,4.7n,143923,83.794,61.7454,17.1752
3,0.1,500,100k,1f,145506,86.7672,61.8429,17.1907
3,0.1,500,100k,470p,145523,86.4449,61.8429,17.1904
3,0.1,500,100k,1n,145495,86.0831,61.8429,17.1899
3,0.1,500,100k,1.5n,145426,85.7451,61.8429,17.1894
3,0.1,500,100k,1.8n,145363,85.5444,61.8429,17.1891
3,0.1,500,100k,2.2n,145258,85.2798,61.8429,17.1887
3,0.1,500,100k,2.7n,145089,84.955,61.8429,17.1881
3,0.1,500,100k,3.3n,144837,84.5756,61.8429,17.1873
3,0.1,500,100k,3.9n,144534,84.209,61.8429,17.1865
3,0.1,500,100k,4.7n,144068,83.7427,61.8429,17.1853
3,0.1,500,10k,1f,145334,86.7682,61.7452,17.1806
3,0.1,500,10k,470p,145350,86.4494,61.7452,17.1802
3,0.1,500,10k,1n,145323,86.0916,61.7452,17.1798
3,0.1,500,10k,1.5n,145254,85.7571,61.7453,17.1793
3,0.1,500,10k,1.8n,145193,85.5584,61.7453,17.179
3,0.1,500,10k,2.2n,145089,85.2966,61.7453,17.1786
3,0.1,500,10k,2.7n,144924,84.9751,61.7453,17.178
3,0.1,500,10k,3.3n,144676,84.5994,61.7453,17.1772
3,0.1,500,10k,3.9n,144382,84.2362,61.7454,17.1764
3,0.1,500,10k,4.7n,143923,83.7739,61.7454,17.1752
3,0.1,1k,100k,1f,145506,86.7469,61.8429,17.1907
3,0.1,1k,100k,470p,145523,86.4247,61.8429,17.1904
3,0.1,1k,100k,1n,145495,86.063,61.8429,17.1899
3,0.1,1k,100k,1.5n,145425,85.7249,61.8429,17.1894
3,0.1,1k,100k,1.8n,145363,85.5242,61.8429,17.1891
3,0.1,1k,100k,2.2n,145258,85.2596,61.8429,17.1887
3,0.1,1k,100k,2.7n,145089,84.9349,61.8429,17.1881
3,0.1,1k,100k,3.3n,144837,84.5555,61.8429,17.1873
3,0.1,1k,100k,3.9n,144534,84.189,61.8429,17.1865
3,0.1,1k,100k,4.7n,144068,83.7227,61.8429,17.1853
3,0.1,1k,10k,1f,145333,86.748,61.7452,17.1806
3,0.1,1k,10k,470p,145350,86.4292,61.7452,17.1802
3,0.1,1k,10k,1n,145323,86.0714,61.7452,17.1798
3,0.1,1k,10k,1.5n,145254,85.7369,61.7453,17.1793
3,0.1,1k,10k,1.8n,145193,85.5383,61.7453,17.179
3,0.1,1k,10k,2.2n,145089,85.2765,61.7453,17.1786
3,0.1,1k,10k,2.7n,144924,84.955,61.7453,17.178
3,0.1,1k,10k,3.3n,144676,84.5793,61.7453,17.1772
3,0.1,1k,10k,3.9n,144382,84.2161,61.7454,17.1764
3,0.1,1k,10k,4.7n,143923,83.754,61.7454,17.1752
3,0.1,1.5k,100k,1f,145506,86.7268,61.8429,17.1907
3,0.1,1.5k,100k,470p,145523,86.4045,61.8429,17.1904
3,0.1,1.5k,100k,1n,145495,86.0428,61.8429,17.1899
3,0.1,1.5k,100k,1.5n,145425,85.7047,61.8429,17.1894
3,0.1,1.5k,100k,1.8n,145363,85.504,61.8429,17.1891
3,0.1,1.5k,100k,2.2n,145257,85.2395,61.8429,17.1887
3,0.1,1.5k,100k,2.7n,145089,84.9148,61.8429,17.1881
3,0.1,1.5k,100k,3.3n,144837,84.5354,61.8429,17.1873
3,0.1,1.5k,100k,3.9n,144534,84.1689,61.8429,17.1865
3,0.1,1.5k,100k,4.7n,144068,83.7027,61.8429,17.1853
3,0.1,1.5k,10k,1f,145333,86.7279,61.7452,17.1806
3,0.1,1.5k,10k,470p,145349,86.4091,61.7452,17.1802
3,0.1,1.5k,10k,1n,145323,86.0512,61.7452,17.1798
3,0.1,1.5k,10k,1.5n,145254,85.7168,61.7453,17.1793
3,0.1,1.5k,10k,1.8n,145193,85.5181,61.7453,17.179
3,0.1,1.5k,10k,2.2n,145089,85.2564,61.7453,17.1786
3,0.1,1.5k,10k,2.7n,144924,84.9349,61.7453,17.178
3,0.1,1.5k,10k,3.3n,144676,84.5592,61.7453,17.1772
3,0.1,1.5k,10k,3.9n,144382,84.1961,61.7454,17.1764
3,0.1,1.5k,10k,4.7n,143923,83.734,61.7454,17.1752
3,0.1,2k,100k,1f,145506,86.7066,61.8429,17.1907
3,0.1,2k,100k,470p,145522,86.3843,61.8429,17.1904
3,0.1,2k,100k,1n,145495,86.0226,61.8429,17.1899
3,0.1,2k,100k,1.5n,145425,85.6846,61.8429,17.1894
3,0.1,2k,100k,1.8n,145363,85.4839,61.8429,17.1891
3,0.1,2k,100k,2.2n,145257,85.2194,61.8429,17.1887
3,0.1,2k,100k,2.7n,145089,84.8947,61.8429,17.1881
3,0.1,2k,100k,3.3n,144837,84.5153,61.8429,17.1873
3,0.1,2k,100k,3.9n,144534,84.1489,61.8429,17.1865
3,0.1,2k,100k,4.7n,144068,83.6827,61.8429,17.1853
3,0.1,2k,10k,1f,145333,86.7077,61.7452,17.1806
3,0.1,2k,10k,470p,145349,86.3889,61.7452,17.1802
3,0.1,2k,10k,1n,145322,86.0311,61.7452,17.1798
3,0.1,2k,10k,1.5n,145254,85.6966,61.7453,17.1793
3,0.1,2k,10k,1.8n,145193,85.498,61.7453,17.179
3,0.1,2k,10k,2.2n,145089,85.2362,61.7453,17.1786
3,0.1,2k,10k,2.7n,144924,84.9148,61.7453,17.178
3,0.1,2k,10k,3.3n,144676,84.5392,61.7453,17.1772
3,0.1,2k,10k,3.9n,144382,84.1761,61.7454,17.1764
3,0.1,2k,10k,4.7n,143923,83.714,61.7454,17.1752
3,0.1,2.5k,100k,1f,145506,86.6864,61.8429,17.1907
3,0.1,2.5k,100k,470p,145522,86.3642,61.8429,17.1904
3,0.1,2.5k,100k,1n,145495,86.0024,61.8429,17.1899
3,0.1,2.5k,100k,1.5n,145425,85.6644,61.8429,17.1894
3,0.1,2.5k,100k,1.8n,145363,85.4637,61.8429,17.1891
3,0.1,2.5k,100k,2.2n,145257,85.1993,61.8429,17.1887
3,0.1,2.5k,100k,2.7n,145089,84.8746,61.8429,17.1881
3,0.1,2.5k,100k,3.3n,144837,84.4953,61.8429,17.1873
3,0.1,2.5k,100k,3.9n,144534,84.1289,61.8429,17.1865
3,0.1,2.5k,100k,4.7n,144068,83.6628,61.8429,17.1853
3,0.1,2.5k,10k,1f,145333,86.6876,61.7452,17.1806
3,0.1,2.5k,10k,470p,145349,86.3688,61.7452,17.1802
3,0.1,2.5k,10k,1n,145322,86.011,61.7452,17.1798
3,0.1,2.5k,10k,1.5n,145254,85.6765,61.7453,17.1793
3,0.1,2.5k,10k,1.8n,145193,85.4779,61.7453,17.179
3,0.1,2.5k,10k,2.2n,145089,85.2162,61.7453,17.1786
3,0.1,2.5k,10k,2.7n,144924,84.8948,61.7453,17.178
3,0.1,2.5k,10k,3.3n,144676,84.5192,61.7453,17.1772
3,0.1,2.5k,10k,3.9n,144381,84.1561,61.7454,17.1764
3,0.1,2.5k,10k,4.7n,143923,83.6941,61.7454,17.1752
4,1g,1m,100k,1f,564130,67.4618,72.3832,28.923
4,1g,1m,100k,470p,565012,66.1408,72.3832,28.9225
4,1g,1m,100k,1n,562291,64.8682,72.3832,28.922
4,1g,1m,100k,1.5n,557079,63.9702,72.3832,28.9213
4,1g,1m,100k,1.8n,553165,63.5793,72.3832,28.9209
4,1g,1m,100k,2.2n,547533,63.2111,72.3832,28.9203
4,1g,1m,100k,2.7n,540400,62.9523,72.3832,28.9196
4,1g,1m,100k,3.3n,532274,62.859,72.3832,28.9185
4,1g,1m,100k,3.9n,524932,62.9231,72.3832,28.9174
4,1g,1m,100k,4.7n,516632,63.1465,72.3832,28.9158
4,1g,1m,10k,1f,563437,67.4745,72.2793,28.9128
4,1g,1m,10k,470p,564314,66.1723,72.2793,28.9123
4,1g,1m,10k,1n,561680,64.9149,72.2793,28.9118
4,1g,1m,10k,1.5n,556579,64.0243,72.2794,28.9112
4,1g,1m,10k,1.8n,552737,63.6347,72.2794,28.9108
4,1g,1m,10k,2.2n,547205,63.2655,72.2794,28.9102
4,1g,1m,10k,2.7n,540171,63.0032,72.2794,28.9094
4,1g,1m,10k,3.3n,532141,62.9039,72.2794,28.9084
4,1g,1m,10k,3.9n,524864,62.9618,72.2795,28.9073
4,1g,1m,10k,4.7n,516622,63.1776,72.2795,28.9057
4,1g,500,100k,1f,564128,67.3834,72.3832,28.923
4,1g,500,100k,470p,565010,66.0622,72.3832,28.9225
4,1g,500,100k,1n,562289,64.79,72.3832,28.922
4,1g,500,100k,1.5n,557077,63.8928,72.3832,28.9213
4,1g,500,100k,1.8n,553163,63.5023,72.3832,28.9209
4,1g,500,100k,2.2n,547531,63.1349,72.3832,28.9203
4,1g,500,100k,2.7n,540398,62.8771,72.3832,28.9196
4,1g,500,100k,3.3n,532272,62.785,72.3832,28.9185
4,1g,500,100k,3.9n,524930,62.85,72.3832,28.9174
4,1g,500,100k,4.7n,516631,63.0746,72.3832,28.9158
4,1g,500,10k,1f,563435,67.3961,72.2793,28.9128
4,1g,500,10k,470p,564311,66.0938,72.2793,28.9123
4,1g,500,10k,1n,561677,64.8368,72.2793,28.9118
4,1g,500,10k,1.5n,556576,63.9469,72.2794,28.9112
4,1g,500,10k,1.8n,552735,63.5579,72.2794,28.9108
4,1g,500,10k,2.2n,547203,63.1894,72.2794,28.9102
4,1g,500,10k,2.7n,540169,62.9281,72.2794,28.9094
4,1g,500,10k,3.3n,532139,62.8299,72.2794,28.9084
4,1g,500,10k,3.9n,524862,62.8888,72.2795,28.9073
4,1g,500,10k,4.7n,516621,63.1057,72.2795,28.9057
4,1g,1k,100k,1f,564123,67.3051,72.3832,28.923
4,1g,1k,100k,470p,565006,65.9838,72.3832,28.9225
4,1g,1k,100k,1n,562285,64.712,72.3832,28.922
4,1g,1k,100k,1.5n,557073,63.8154,72.3832,28.9213
4,1g,1k,100k,1.8n,553159,63.4256,72.3832,28.9209
4,1g,1k,100k,2.2n,547527,63.0589,72.3832,28.9203
4,1g,1k,100k,2.7n,540395,62.8021,72.3832,28.9196
4,1g,1k,100k,3.3n,532269,62.7111,72.3832,28.9185
4,1g,1k,100k,3.9n,524927,62.7772,72.3832,28.9174
4,1g,1k,100k,4.7n,516628,63.0029,72.3832,28.9158
4,1g,1k,10k,1f,563430,67.3179,72.2793,28.9128
4,1g,1k,10k,470p,564307,66.0155,72.2793,28.9123
4,1g,1k,10k,1n,561673,64.7588,72.2793,28.9118
4,1g,1k,10k,1.5n,556572,63.8697,72.2794,28.9112
4,1g,1k,10k,1.8n,552731,63.4811,72.2794,28.9108
4,1g,1k,10k,2.2n,547200,63.1134,72.2794,28.9102
4,1g,1k,10k,2.7n,540166,62.8531,72.2794,28.9094
4,1g,1k,10k,3.3n,532136,62.756,72.2794,28.9084
4,1g,1k,10k,3.9n,524859,62.8159,72.2795,28.9073
4,1g,1k,10k,4.7n,516618,63.034,72.2795,28.9057
4,1g,1.5k,100k,1f,564117,67.2269,72.3832,28.923
4,1g,1.5k,100k,470p,564999,65.9055,72.3832,28.9225
4,1g,1.5k,100k,1n,562279,64.6341,72.3832,28.922
4,1g,1.5k,100k,1.5n,557067,63.7383,72.3832,28.9213
4,1g,1.5k,100k,1.8n,553153,63.349,72.3832,28.9209
4,1g,1.5k,100k,2.2n,547522,62.9831,72.3832,28.9203
4,1g,1.5k,100k,2.7n,540390,62.7272,72.3832,28.9196
4,1g,1.5k,100k,3.3n,532264,62.6373,72.3832,28.9185
4,1g,1.5k,100k,3.9n,524922,62.7044,72.3832,28.9174
4,1g,1.5k,100k,4.7n,516623,62.9313,72.3832,28.9158
4,1g,1.5k,10k,1f,563424,67.2398,72.2793,28.9128
4,1g,1.5k,10k,470p,564300,65.9373,72.2793,28.9123
4,1g,1.5k,10k,1n,561667,64.6811,72.2793,28.9118
4,1g,1.5k,10k,1.5n,556566,63.7926,72.2794,28.9112
4,1g,1.5k,10k,1.8n,552726,63.4046,72.2794,28.9108
4,1g,1.5k,10k,2.2n,547194,63.0376,72.2794,28.9102
4,1g,1.5k,10k,2.7n,540161,62.7783,72.2794,28.9094
4,1g,1.5k,10k,3.3n,532131,62.6823,72.2794,28.9084
4,1g,1.5k,10k,3.9n,524854,62.7432,72.2795,28.9073
4,1g,1.5k,10k,4.7n,516613,62.9624,72.2795,28.9057
4,1g,2k,100k,1f,564108,67.1489,72.3832,28.923
4,1g,2k,100k,470p,564991,65.8274,72.3832,28.9225
4,1g,2k,100k,1n,562271,64.5564,72.3832,28.922
4,1g,2k,100k,1.5n,557059,63.6613,72.3832,28.9213
4,1g,2k,100k,1.8n,553146,63.2725,72.3832,28.9209
4,1g,2k,100k,2.2n,547515,62.9074,72.3832,28.9203
4,1g,2k,100k,2.7n,540383,62.6525,72.3832,28.9196
4,1g,2k,100k,3.3n,532258,62.5637,72.3832,28.9185
4,1g,2k,100k,3.9n,524916,62.6318,72.3832,28.9174
4,1g,2k,100k,4.7n,516618,62.8598,72.3832,28.9158
4,1g,2k,10k,1f,563416,67.1619,72.2793,28.9128
4,1g,2k,10k,470p,564292,65.8594,72.2793,28.9123
4,1g,2k,10k,1n,561659,64.6034,72.2793,28.9118
4,1g,2k,10k,1.5n,556559,63.7157,72.2794,28.9112
4,1g,2k,10k,1.8n,552718,63.3282,72.2794,28.9108
4,1g,2k,10k,2.2n,547187,62.962,72.2794,28.9102
4,1g,2k,10k,2.7n,540154,62.7036,72.2794,28.9094
4,1g,2k,10k,3.3n,532124,62.6087,72.2794,28.9084
4,1g,2k,10k,3.9n,524848,62.6706,72.2795,28.9073
