k,c124,c137,riso,rsrc,rload,ccable,pm_deg
4,4.935E-10,2.09E-10,56.56,2k,100k,2.3n,62.3168
4,4.935E-10,2.09E-10,56.56,2k,100k,2.6n,62.2327
4,4.935E-10,2.09E-10,56.56,2k,100k,2.9n,62.2288
4,4.935E-10,2.09E-10,56.56,2k,100k,3.2n,62.2844
4,4.935E-10,2.09E-10,56.56,2k,100k,3.5n,62.3808
4,4.935E-10,2.09E-10,56.56,2k,100k,3.8n,62.5076
4,4.935E-10,2.09E-10,56.56,2k,100k,4.2n,62.7045
4,4.935E-10,2.09E-10,56.56,2k,100k,4.7n,62.9778
4,4.935E-10,2.09E-10,56.56,2k,10k,2n,62.5629
4,4.935E-10,2.09E-10,56.56,2k,10k,2.3n,62.3653
4,4.935E-10,2.09E-10,56.56,2k,10k,2.6n,62.2773
4,4.935E-10,2.09E-10,56.56,2k,10k,2.9n,62.2694
4,4.935E-10,2.09E-10,56.56,2k,10k,3.2n,62.3211
4,4.935E-10,2.09E-10,56.56,2k,10k,3.5n,62.4139
4,4.935E-10,2.09E-10,56.56,2k,10k,3.8n,62.5374
4,4.935E-10,2.09E-10,56.56,2k,10k,4.2n,62.7304
4,4.935E-10,2.09E-10,56.56,2k,10k,4.7n,62.9995
4,4.935E-10,2.09E-10,56.56,2.5k,100k,2n,62.3916
4,4.935E-10,2.09E-10,56.56,2.5k,100k,2.3n,62.1989
4,4.935E-10,2.09E-10,56.56,2.5k,100k,2.6n,62.1161
4,4.935E-10,2.09E-10,56.56,2.5k,100k,2.9n,62.1135
4,4.935E-10,2.09E-10,56.56,2.5k,100k,3.2n,62.1702
4,4.935E-10,2.09E-10,56.56,2.5k,100k,3.5n,62.2676
4,4.935E-10,2.09E-10,56.56,2.5k,100k,3.8n,62.3954
4,4.935E-10,2.09E-10,56.56,2.5k,100k,4.2n,62.5935
4,4.935E-10,2.09E-10,56.56,2.5k,100k,4.7n,62.868
4,4.935E-10,2.09E-10,56.56,2.5k,10k,2n,62.4436
4,4.935E-10,2.09E-10,56.56,2.5k,10k,2.3n,62.2475
4,4.935E-10,2.09E-10,56.56,2.5k,10k,2.6n,62.1607
4,4.935E-10,2.09E-10,56.56,2.5k,10k,2.9n,62.1541
4,4.935E-10,2.09E-10,56.56,2.5k,10k,3.2n,62.2069
4,4.935E-10,2.09E-10,56.56,2.5k,10k,3.5n,62.3008
4,4.935E-10,2.09E-10,56.56,2.5k,10k,3.8n,62.4252
4,4.935E-10,2.09E-10,56.56,2.5k,10k,4.2n,62.6194
4,4.935E-10,2.09E-10,56.56,2.5k,10k,4.7n,62.8897
4,4.935E-10,2.31E-10,55.44,2k,100k,2n,62.5855
4,4.935E-10,2.31E-10,55.44,2k,100k,2.3n,62.3798
4,4.935E-10,2.31E-10,55.44,2k,100k,2.6n,62.2872
4,4.935E-10,2.31E-10,55.44,2k,100k,2.9n,62.2752
4,4.935E-10,2.31E-10,55.44,2k,100k,3.2n,62.3255
4,4.935E-10,2.31E-10,55.44,2k,100k,3.5n,62.4171
4,4.935E-10,2.31E-10,55.44,2k,100k,3.8n,62.5404
4,4.935E-10,2.31E-10,55.44,2k,100k,4.2n,62.7354
4,4.935E-10,2.31E-10,55.44,2k,100k,4.7n,63.0072
4,4.935E-10,2.31E-10,55.44,2k,10k,2n,62.6382
4,4.935E-10,2.31E-10,55.44,2k,10k,2.3n,62.4289
4,4.935E-10,2.31E-10,55.44,2k,10k,2.6n,62.3324
4,4.935E-10,2.31E-10,55.44,2k,10k,2.9n,62.3164
4,4.935E-10,2.31E-10,55.44,2k,10k,3.2n,62.3629
4,4.935E-10,2.31E-10,55.44,2k,10k,3.5n,62.4508
4,4.935E-10,2.31E-10,55.44,2k,10k,3.8n,62.5709
4,4.935E-10,2.31E-10,55.44,2k,10k,4.2n,62.7619
4,4.935E-10,2.31E-10,55.44,2k,10k,4.7n,63.0295
4,4.935E-10,2.31E-10,55.44,2.5k,100k,2n,62.4658
4,4.935E-10,2.31E-10,55.44,2.5k,100k,2.3n,62.2614
4,4.935E-10,2.31E-10,55.44,2.5k,100k,2.6n,62.1702
4,4.935E-10,2.31E-10,55.44,2.5k,100k,2.9n,62.1595
4,4.935E-10,2.31E-10,55.44,2.5k,100k,3.2n,62.2109
4,4.935E-10,2.31E-10,55.44,2.5k,100k,3.5n,62.3036
4,4.935E-10,2.31E-10,55.44,2.5k,100k,3.8n,62.4279
4,4.935E-10,2.31E-10,55.44,2.5k,100k,4.2n,62.624
4,4.935E-10,2.31E-10,55.44,2.5k,100k,4.7n,62.8971
4,4.935E-10,2.31E-10,55.44,2.5k,10k,2n,62.5185
4,4.935E-10,2.31E-10,55.44,2.5k,10k,2.3n,62.3106
4,4.935E-10,2.31E-10,55.44,2.5k,10k,2.6n,62.2154
4,4.935E-10,2.31E-10,55.44,2.5k,10k,2.9n,62.2008
4,4.935E-10,2.31E-10,55.44,2.5k,10k,3.2n,62.2484
4,4.935E-10,2.31E-10,55.44,2.5k,10k,3.5n,62.3374
4,4.935E-10,2.31E-10,55.44,2.5k,10k,3.8n,62.4584
4,4.935E-10,2.31E-10,55.44,2.5k,10k,4.2n,62.6506
4,4.935E-10,2.31E-10,55.44,2.5k,10k,4.7n,62.9194
4,4.935E-10,2.31E-10,56.56,2k,100k,2n,62.6642
4,4.935E-10,2.31E-10,56.56,2k,100k,2.3n,62.4741
4,4.935E-10,2.31E-10,56.56,2k,100k,2.6n,62.3952
4,4.935E-10,2.31E-10,56.56,2k,100k,2.9n,62.3948
4,4.935E-10,2.31E-10,56.56,2k,100k,3.2n,62.4546
4,4.935E-10,2.31E-10,56.56,2k,100k,3.5n,62.5537
4,4.935E-10,2.31E-10,56.56,2k,100k,3.8n,62.6829
4,4.935E-10,2.31E-10,56.56,2k,100k,4.2n,62.8835
4,4.935E-10,2.31E-10,56.56,2k,100k,4.7n,63.1592
4,4.935E-10,2.31E-10,56.56,2k,10k,2n,62.7161
4,4.935E-10,2.31E-10,56.56,2k,10k,2.3n,62.5226
4,4.935E-10,2.31E-10,56.56,2k,10k,2.6n,62.4396
4,4.935E-10,2.31E-10,56.56,2k,10k,2.9n,62.4353
4,4.935E-10,2.31E-10,56.56,2k,10k,3.2n,62.4912
4,4.935E-10,2.31E-10,56.56,2k,10k,3.5n,62.5867
4,4.935E-10,2.31E-10,56.56,2k,10k,3.8n,62.7126
4,4.935E-10,2.31E-10,56.56,2k,10k,4.2n,62.9092
4,4.935E-10,2.31E-10,56.56,2k,10k,4.7n,63.1808
4,4.935E-10,2.31E-10,56.56,2.5k,100k,2n,62.5445
4,4.935E-10,2.31E-10,56.56,2.5k,100k,2.3n,62.3559
4,4.935E-10,2.31E-10,56.56,2.5k,100k,2.6n,62.2783
4,4.935E-10,2.31E-10,56.56,2.5k,100k,2.9n,62.2792
4,4.935E-10,2.31E-10,56.56,2.5k,100k,3.2n,62.3402
4,4.935E-10,2.31E-10,56.56,2.5k,100k,3.5n,62.4403
4,4.935E-10,2.31E-10,56.56,2.5k,100k,3.8n,62.5704
4,4.935E-10,2.31E-10,56.56,2.5k,100k,4.2n,62.7721
4,4.935E-10,2.31E-10,56.56,2.5k,100k,4.7n,63.0491
4,4.935E-10,2.31E-10,56.56,2.5k,10k,2n,62.5965
4,4.935E-10,2.31E-10,56.56,2.5k,10k,2.3n,62.4044
4,4.935E-10,2.31E-10,56.56,2.5k,10k,2.6n,62.3228
4,4.935E-10,2.31E-10,56.56,2.5k,10k,2.9n,62.3197
4,4.935E-10,2.31E-10,56.56,2.5k,10k,3.2n,62.3768
4,4.935E-10,2.31E-10,56.56,2.5k,10k,3.5n,62.4733
4,4.935E-10,2.31E-10,56.56,2.5k,10k,3.8n,62.6001
4,4.935E-10,2.31E-10,56.56,2.5k,10k,4.2n,62.7979
4,4.935E-10,2.31E-10,56.56,2.5k,10k,4.7n,63.0707
