cella,gruppo,variante,gm,f_hz,amp,rl,grandezza,uscita,picco,t_picco,soglia,esito,esiti
x10000_dpmaxmax_iii_c,3,l29d2_iii_dpmaxmax,g10a0_t0a0,1000,0,100k,A_rel,MAINJACK,2.211e-05,11.323125,0.0001,regge,sotto
x10000_dpmaxmax_iii_c,3,l29d2_iii_dpmaxmax,g10a0_t0a0,1000,0,100k,B2,MAINJACK,8.251e-11,8.026646,0.0001,regge,sotto
x1010012_dpmaxmax_iii_i,3,l29d2_iii_dpmaxmax,g10a10_t0a12,1000,0,100k,A_ins,MAINJACK,2.803e-05,2.362344,0.0001,regge,sotto
x1010012_dpmaxmax_iii_i,3,l29d2_iii_dpmaxmax,g10a10_t0a12,1000,0,100k,B2,FIXJACK1,7.365e-06,7.520000,0.0001,regge,sotto
x1010012_dpmaxmax_iii_c,3,l29d2_iii_dpmaxmax,g10a10_t0a12,1000,0,100k,A_ins,MAINJACK,1.321e-07,8.000615,0.0001,regge,sotto
x1010012_dpmaxmax_iii_c,3,l29d2_iii_dpmaxmax,g10a10_t0a12,1000,0,100k,A_rel,FIXJACK1,2.21e-05,11.323187,0.0001,regge,sotto
x1010012_dpmaxmax_iii_c,3,l29d2_iii_dpmaxmax,g10a10_t0a12,1000,0,100k,B2,MAINJACK,2.231e-11,8.028063,0.0001,regge,sotto
x1010120_dpmaxmax_iii_i,3,l29d2_iii_dpmaxmax,g10a10_t12a0,1000,0,100k,A_ins,FIXJACK1,8.914e-06,2.362406,0.0001,regge,sotto
x1010120_dpmaxmax_iii_i,3,l29d2_iii_dpmaxmax,g10a10_t12a0,1000,0,100k,B2,FIXJACK1,7.365e-06,7.520000,0.0001,regge,sotto
x1010120_dpmaxmax_iii_c,3,l29d2_iii_dpmaxmax,g10a10_t12a0,1000,0,100k,A_ins,MAINJACK,2.235e-07,8.001312,0.0001,regge,sotto
x1010120_dpmaxmax_iii_c,3,l29d2_iii_dpmaxmax,g10a10_t12a0,1000,0,100k,A_rel,MAINJACK,6.969e-05,11.323125,0.0001,regge,sotto
x1010120_dpmaxmax_iii_c,3,l29d2_iii_dpmaxmax,g10a10_t12a0,1000,0,100k,B2,MAINJACK,1.346e-11,8.028344,0.0001,regge,sotto
xm_dpmaxmax_iii,3,l29d2_iii_dpmaxmax,10,1000,0,100k,A_ins,MAINJACK,2.803e-05,2.362344,0.0001,regge,sotto
xm_dpmaxmax_iii,3,l29d2_iii_dpmaxmax,10,1000,0,100k,A_rel,MAINJACK,6.959e-05,9.823125,0.0001,regge,sotto
xm_dpmaxmax_iii,3,l29d2_iii_dpmaxmax,10,1000,0,100k,B2,FIXJACK1,7.365e-06,7.520000,0.0001,regge,sotto
mh01_1k_iii,4,l29d2_iii_h01,10,1000,3.818,100k,S_ins,MAINJACK,7.163,6.040000,20.0,regge,sotto
mh01_1k_iii,4,l29d2_iii_h01,10,1000,3.818,100k,S_rel,MAINJACK,5.445,8.479000,20.0,regge,sotto
mh01_1k_iii,4,l29d2_iii_h01,10,1000,3.818,100k,B2,MAINJACK,2.054e-07,7.526969,0.0001,regge,sotto
mev_1k_iii,4,l29d2_iii_ev,10,1000,3.818,100k,S_ins,MAINJACK,7.163,6.040000,20.0,regge,sotto
mev_1k_iii,4,l29d2_iii_ev,10,1000,3.818,100k,S_rel,MAINJACK,5.32,9.437000,20.0,regge,sotto
mev_1k_iii,4,l29d2_iii_ev,10,1000,3.818,100k,B2,MAINJACK,2.054e-07,7.526969,0.0001,regge,sotto
mh2_1k_iii,4,l29d2_iii_h2,10,1000,3.818,100k,S_ins,MAINJACK,7.163,6.040000,20.0,regge,sotto
mh2_1k_iii,4,l29d2_iii_h2,10,1000,3.818,100k,S_rel,MAINJACK,5.35,10.457000,20.0,regge,sotto
mh2_1k_iii,4,l29d2_iii_h2,10,1000,3.818,100k,B2,MAINJACK,2.054e-07,7.526969,0.0001,regge,sotto
mh20_1k_iii,4,l29d2_iii_h20,10,1000,3.818,100k,S_ins,MAINJACK,7.163,6.040000,20.0,regge,sotto
mh20_1k_iii,4,l29d2_iii_h20,10,1000,3.818,100k,S_rel,MAINJACK,5.37,28.460000,20.0,regge,sotto
mh20_1k_iii,4,l29d2_iii_h20,10,1000,3.818,100k,B2,MAINJACK,2.054e-07,7.526969,0.0001,regge,sotto
rele_1k_iii,4,rele_contro_norele,10,1000,3.818,100k,S_ins,MAINJACK,0,,20.0,regge,sotto
rele_1k_iii,4,rele_contro_norele,10,1000,3.818,100k,S_rel,MAINJACK,0,,20.0,regge,sotto
mh01_20_iii,4,l29d2_iii_h01,10,20,3.818,100k,S_ins,MAINJACK,7.158,6.030000,20.0,regge,sotto
mh01_20_iii,4,l29d2_iii_h01,10,20,3.818,100k,S_rel,MAINJACK,4.938,8.505000,20.0,regge,sotto
mh01_20_iii,4,l29d2_iii_h01,10,20,3.818,100k,B2,MAINJACK,8.715e-06,7.526313,0.0001,regge,sotto
mev_20_iii,4,l29d2_iii_ev,10,20,3.818,100k,S_ins,MAINJACK,7.158,6.030000,20.0,regge,sotto
mev_20_iii,4,l29d2_iii_ev,10,20,3.818,100k,S_rel,MAINJACK,4.128,9.555000,20.0,regge,sotto
mev_20_iii,4,l29d2_iii_ev,10,20,3.818,100k,B2,MAINJACK,8.715e-06,7.526313,0.0001,regge,sotto
mh2_20_iii,4,l29d2_iii_h2,10,20,3.818,100k,S_ins,MAINJACK,7.158,6.030000,20.0,regge,sotto
mh2_20_iii,4,l29d2_iii_h2,10,20,3.818,100k,S_rel,MAINJACK,3.727,11.412000,20.0,regge,sotto
mh2_20_iii,4,l29d2_iii_h2,10,20,3.818,100k,B2,MAINJACK,8.715e-06,7.526313,0.0001,regge,sotto
mh20_20_iii,4,l29d2_iii_h20,10,20,3.818,100k,S_ins,MAINJACK,7.158,6.030000,20.0,regge,sotto
mh20_20_iii,4,l29d2_iii_h20,10,20,3.818,100k,S_rel,MAINJACK,3.839,29.337000,20.0,regge,sotto
mh20_20_iii,4,l29d2_iii_h20,10,20,3.818,100k,B2,MAINJACK,8.715e-06,7.526313,0.0001,regge,sotto
rele_20_iii,4,rele_contro_norele,10,20,3.818,100k,S_ins,MAINJACK,0,,20.0,regge,sotto
rele_20_iii,4,rele_contro_norele,10,20,3.818,100k,S_rel,MAINJACK,0,,20.0,regge,sotto
mh01_lz_iii,4,l29d2_iii_h01,10,1000,0,100k,A_ins,MAINJACK,1.302e-08,2.362260,0.0001,regge,sotto
mh01_lz_iii,4,l29d2_iii_h01,10,1000,0,100k,A_rel,MAINJACK,3.181e-08,8.923031,0.0001,regge,sotto
mh01_lz_iii,4,l29d2_iii_h01,10,1000,0,100k,B2,FIXJACK1,3.474e-09,7.520000,0.0001,regge,sotto
mev_lz_iii,4,l29d2_iii_ev,10,1000,0,100k,A_ins,MAINJACK,1.302e-08,2.362260,0.0001,regge,sotto
mev_lz_iii,4,l29d2_iii_ev,10,1000,0,100k,A_rel,MAINJACK,3.189e-08,9.823177,0.0001,regge,sotto
mev_lz_iii,4,l29d2_iii_ev,10,1000,0,100k,B2,FIXJACK1,3.474e-09,7.520000,0.0001,regge,sotto
mh2_lz_iii,4,l29d2_iii_h2,10,1000,0,100k,A_ins,MAINJACK,1.302e-08,2.362260,0.0001,regge,sotto
mh2_lz_iii,4,l29d2_iii_h2,10,1000,0,100k,A_rel,MAINJACK,3.193e-08,10.823146,0.0001,regge,sotto
mh2_lz_iii,4,l29d2_iii_h2,10,1000,0,100k,B2,FIXJACK1,3.474e-09,7.520000,0.0001,regge,sotto
mh20_lz_iii,4,l29d2_iii_h20,10,1000,0,100k,A_ins,MAINJACK,1.302e-08,2.362260,0.0001,regge,sotto
mh20_lz_iii,4,l29d2_iii_h20,10,1000,0,100k,A_rel,MAINJACK,3.195e-08,28.823125,0.0001,regge,sotto
mh20_lz_iii,4,l29d2_iii_h20,10,1000,0,100k,B2,FIXJACK1,3.474e-09,7.520000,0.0001,regge,sotto
on_r10s_iii,5,accensione_iii,10,1000,0,100k,A_ins,FIXJACK1,1.074e-06,0.136740,0.0001,regge,sotto
on_r10s_iii,5,accensione_iii,10,1000,0,100k,A_rel,MAINJACK,3.193e-08,3.923094,0.0001,regge,sotto
on_r10p_iii,5,accensione_iii,10,1000,0,100k,A_ins,MAINJACK,7.348e-07,0.150031,0.0001,regge,sotto
on_r10p_iii,5,accensione_iii,10,1000,0,100k,A_rel,MAINJACK,3.194e-08,3.923229,0.0001,regge,sotto
on_r10m_iii,5,accensione_iii,10,1000,0,100k,A_ins,FIXJACK1,8.884e-07,0.185979,0.0001,regge,sotto
on_r10m_iii,5,accensione_iii,10,1000,0,100k,A_rel,MAINJACK,3.194e-08,3.923125,0.0001,regge,sotto
on_r300s_iii,5,accensione_iii,10,1000,0,100k,A_ins,FIXJACK1,1.337e-06,0.243875,0.0001,regge,sotto
on_r300s_iii,5,accensione_iii,10,1000,0,100k,A_rel,MAINJACK,3.193e-08,3.923083,0.0001,regge,sotto
on_r300p_iii,5,accensione_iii,10,1000,0,100k,A_ins,FIXJACK1,4.416e-06,0.292354,0.0001,regge,sotto
on_r300p_iii,5,accensione_iii,10,1000,0,100k,A_rel,MAINJACK,3.195e-08,3.923229,0.0001,regge,sotto
on_r300m_iii,5,accensione_iii,10,1000,0,100k,A_ins,FIXJACK1,1.698e-07,0.284229,0.0001,regge,sotto
on_r300m_iii,5,accensione_iii,10,1000,0,100k,A_rel,MAINJACK,3.193e-08,3.923260,0.0001,regge,sotto
