blk,modo_db,f_hz,vin_pk,k_att,caso,p_q132,p_q133,icmax_q132,icmin_q132,icmax_q133,icmin_q133,p_q122,icmax_q122,p_q125,p_q127,p_q121a,p_q121b,p_q117,p_q118,p_q106,p_jq110a,p_jq110b,p_r134,p_r135,p_r130,p_r131,p_r123,p_r126,p_rsep,p_rsep2,irms_rsep,irms_rsep2,p_q132_w1,p_q132_w2,voutpk
A,10,20000,3.818,0.79,1,0.483449,0.483402,0.160087,-8.90285E-05,0.000108494,-0.160402,0.0798635,-0.00436572,0.0865076,0.0100786,0.00151115,0.00176143,0.00978329,0.00997038,0.0641129,0.0191164,0.0190743,0.144527,0.144246,8.6515E-06,8.65177E-06,0.00403219,0.00383275,0.153089,0.153089,0.0570702,0.0570702,0.483447,0.483554,3.79549
B,10,20000,3.818,0.79,1,0.280345,0.298416,0.192025,-0.000201832,8.1462E-05,-0.195099,0.0696899,-0.00254403,0.087432,0.00972936,0.00151182,0.0017426,0.0094414,0.0102622,0.0642003,0.0183016,0.0197763,0.214358,0.21228,1.49675E-05,1.47449E-05,0.00422583,0.00383224,0.872436,0,0.13625,0,0.280208,0.280554,9.03657
A,10,20000,3.818,0.79,4,0.213149,0.212736,0.0149867,0.014124,-0.0141503,-0.0149644,0.0865386,-0.00618488,0.0864043,0.0109829,0.00150952,0.00177271,0.00985936,0.0099071,0.064088,0.019315,0.0189056,0.00476433,0.00476522,2.47038E-07,2.4755E-07,0.00384748,0.003833,3.53769E-06,1.67325E-07,0.000274355,5.96668E-05,0.213147,0.213148,3.80029
B,10,20000,3.818,0.79,4,0.282253,0.295245,0.192536,-0.000248861,9.00776E-05,-0.195552,0.0701834,-0.00214874,0.0872889,0.00972023,0.00151131,0.00174253,0.00944087,0.0102683,0.0641681,0.0182956,0.0198131,0.215966,0.214376,1.53041E-05,1.49788E-05,0.0042349,0.00383225,0.880003,0,0.136835,0,0.282019,0.282597,9.02746
A,10,20000,3.818,1,0,0.213147,0.212735,0.0149875,0.0141234,-0.01415,-0.0149643,0.0865386,-0.00618502,0.0864043,0.0109829,0.00150952,0.00177271,0.00985937,0.00990709,0.064088,0.019315,0.0189056,0.00476434,0.00476523,2.4704E-07,2.4755E-07,0.00384749,0.003833,3.5376E-06,1.67321E-07,0.000274351,5.96659E-05,0.213147,0.213147,3.79999
B,10,20000,3.818,1,0,0.19771,0.196482,0.0173491,0.0117177,-0.011866,-0.0173076,0.0862197,-0.00562361,0.0861739,0.010975,0.00151167,0.00174659,0.0097937,0.0099452,0.0640394,0.0191997,0.0190529,0.00484314,0.00486037,2.7257E-07,2.78281E-07,0.00387445,0.00383176,7.12517E-07,0,0.000123126,0,0.197702,0.197706,11.8605
A,10,20000,3.818,1,1,0.483284,0.483274,0.160152,-6.18285E-05,5.84668E-05,-0.160393,0.079862,-0.00437549,0.0865069,0.0100783,0.00151115,0.00176147,0.00978318,0.00997039,0.0641125,0.0191164,0.0190747,0.144537,0.144245,8.65284E-06,8.65333E-06,0.00403225,0.00383275,0.153092,0.153092,0.0570669,0.0570669,0.483348,0.483326,3.79481
B,10,20000,3.818,1,1,0.253067,0.250492,0.193783,-0.000174168,0.000341368,-0.201658,0.0531428,0.000579156,0.0863886,0.00852095,0.00136406,0.00156536,0.00910089,0.0101368,0.063294,0.0166997,0.0205481,0.264267,0.269339,1.8983E-05,1.99825E-05,0.00469305,0.00359823,1.09177,0,0.152362,0,0.253089,0.25312,9.09031
A,10,20000,3.818,1,4,0.213148,0.212733,0.0149882,0.0141225,-0.0141492,-0.0149656,0.0865392,-0.00618454,0.0864036,0.0109829,0.00150953,0.00177271,0.00985934,0.00990711,0.0640875,0.0193152,0.0189059,0.00476433,0.00476524,2.47038E-07,2.47554E-07,0.00384747,0.003833,3.53856E-06,1.67366E-07,0.000274317,5.96586E-05,0.213148,0.213148,3.80031
B,10,20000,3.818,1,4,0.253617,0.248525,0.194125,-0.000142716,0.000415285,-0.201594,0.0526354,0.00138367,0.0862271,0.00847911,0.00136166,0.00156161,0.00906416,0.0101568,0.0632204,0.0166105,0.0206342,0.265505,0.270629,1.90909E-05,2.00341E-05,0.00469222,0.00358783,1.09695,0,0.152703,0,0.253721,0.253593,9.0826
