blk,modo_db,f_hz,vin_pk,k_att,caso,p_q132,p_q133,icmax_q132,icmin_q132,icmax_q133,icmin_q133,p_q122,icmax_q122,p_q125,p_q127,p_q121a,p_q121b,p_q117,p_q118,p_q106,p_jq110a,p_jq110b,p_r134,p_r135,p_r130,p_r131,p_r123,p_r126,p_rsep,p_rsep2,irms_rsep,irms_rsep2,p_q132_w1,p_q132_w2,voutpk
A,10,20000,3.818,0.5,4,0.291874,0.293066,0.0205428,0.0196142,-0.0198369,-0.0205438,0.0866818,-0.00615437,0.0853996,0.0110685,0.00148512,0.00165714,0.00982728,0.0098161,0.0631525,0.0189177,0.0185702,0.00905607,0.00905621,4.00358E-07,8.91746E-08,0.00387431,0.00374982,3.5379E-06,1.67335E-07,0.000274422,5.96815E-05,0.291874,0.291875,3.80354
B,10,20000,3.818,0.5,4,0.358996,0.361124,0.126287,-0.000213313,0.000209077,-0.129595,0.0829559,-0.00436906,0.0856458,0.0106695,0.00148899,0.00166204,0.00959979,0.00998923,0.0631826,0.0185132,0.0189351,0.0907313,0.091043,8.44489E-06,4.02878E-06,0.00420502,0.0037498,0.36713,0,0.0884042,0,0.358974,0.359064,5.90112
A,10,20000,3.818,0.79,0,0.291874,0.293064,0.020543,0.0196139,-0.0198366,-0.0205444,0.086682,-0.00615434,0.0853992,0.0110686,0.00148512,0.00165714,0.00982725,0.00981613,0.0631523,0.0189178,0.0185703,0.00905609,0.00905624,4.00231E-07,8.91287E-08,0.00387429,0.00374982,3.53869E-06,1.67372E-07,0.000274393,5.96751E-05,0.291872,0.291874,3.80082
B,10,20000,3.818,0.79,0,0.281577,0.282747,0.022262,0.0176175,-0.0180927,-0.022078,0.0863096,-0.00567637,0.0851774,0.0110458,0.00148697,0.00163983,0.00976574,0.00986,0.0631247,0.0188112,0.0186954,0.00906057,0.00906553,5.09784E-07,1.80497E-07,0.00389574,0.00374969,4.43797E-07,0,9.71726E-05,0,0.281564,0.281575,9.37928
A,10,20000,3.818,0.79,1,0.492796,0.495611,0.159624,-0.0001952,0.000200857,-0.16283,0.0835895,-0.00412499,0.0856314,0.0105689,0.00148895,0.00167826,0.00956464,0.0100139,0.0632227,0.0184158,0.0189935,0.143802,0.144478,1.24815E-05,5.76094E-06,0.00432971,0.00374982,0.152204,0.152204,0.0569304,0.0569304,0.492872,0.492768,3.8036
B,10,20000,3.818,0.79,1,0.284157,0.324217,0.187391,-0.00033851,0.000297563,-0.193374,0.070718,-0.00269782,0.0879972,0.0100154,0.00149585,0.00166643,0.00890636,0.0105911,0.0634944,0.0169118,0.0201766,0.20527,0.206507,2.51377E-05,1.49364E-05,0.00465432,0.00374977,0.840212,0,0.133747,0,0.284231,0.284123,9.14851
A,10,20000,3.818,0.79,4,0.291871,0.293066,0.0205439,0.0196134,-0.019836,-0.0205448,0.0866811,-0.00615401,0.0854,0.0110685,0.00148513,0.00165714,0.00982724,0.00981614,0.0631528,0.0189175,0.0185701,0.00905608,0.00905621,4.00349E-07,8.918E-08,0.00387428,0.00374982,3.53835E-06,1.67356E-07,0.000274404,5.96775E-05,0.291871,0.291871,3.80361
B,10,20000,3.818,0.79,4,0.286266,0.32002,0.188896,-0.000467951,0.000451359,-0.193189,0.0708847,-0.00285283,0.0875728,0.00999531,0.00149541,0.00166731,0.00888512,0.0106101,0.0633989,0.0169086,0.0202716,0.208552,0.209418,2.58491E-05,1.54341E-05,0.00466483,0.00374959,0.852912,0,0.134715,0,0.286227,0.286363,9.11408
A,10,20000,3.818,1,0,0.291872,0.293063,0.0205439,0.0196134,-0.019836,-0.0205451,0.086682,-0.00615433,0.0853992,0.0110686,0.00148512,0.00165714,0.00982726,0.00981612,0.0631523,0.0189178,0.0185703,0.00905609,0.00905625,4.00266E-07,8.91364E-08,0.0038743,0.00374982,3.53862E-06,1.67369E-07,0.00027439,5.96745E-05,0.29187,0.291872,3.7991
B,10,20000,3.818,1,0,0.273457,0.277211,0.0228046,0.0168585,-0.0174904,-0.0224855,0.0855094,-0.0054651,0.0854738,0.0110257,0.0014895,0.00162877,0.00964969,0.00996049,0.0631536,0.0185647,0.0189028,0.00907177,0.00904635,6.02431E-07,2.68305E-07,0.00391108,0.00374965,7.11474E-07,0,0.000123036,0,0.273438,0.273454,11.9055
A,10,20000,3.818,1,1,0.49258,0.49537,0.159304,-5.35084E-05,4.84528E-05,-0.162621,0.0835767,-0.0041848,0.0856287,0.0105669,0.00148895,0.00167836,0.00956634,0.0100122,0.0632212,0.0184193,0.0189914,0.143783,0.14443,1.24634E-05,5.70462E-06,0.00432884,0.00374982,0.152166,0.152166,0.056932,0.056932,0.492592,0.492587,3.80081
B,10,20000,3.818,1,1,0.241884,0.274666,0.186693,-0.000435927,0.00141898,-0.20681,0.0555902,-0.00081704,0.0886106,0.00903329,0.00138279,0.00155265,0.00828422,0.0108187,0.0630771,0.0148933,0.0214126,0.260193,0.274308,3.44338E-05,3.20491E-05,0.00531431,0.00365503,1.09235,0,0.152463,0,0.241939,0.241853,9.38052
A,10,20000,3.818,1,4,0.291872,0.293062,0.0205443,0.0196129,-0.0198357,-0.0205451,0.0866812,-0.00615428,0.0853992,0.0110685,0.00148513,0.00165714,0.00982719,0.00981619,0.0631523,0.0189176,0.0185705,0.00905605,0.0090562,4.00397E-07,8.92154E-08,0.00387423,0.00374982,3.53833E-06,1.67355E-07,0.000274486,5.96954E-05,0.291872,0.291872,3.80354
B,10,20000,3.818,1,4,0.243606,0.270273,0.187664,-0.000423215,0.00156386,-0.206002,0.0551949,-0.00080895,0.0881863,0.00896639,0.00138052,0.00155095,0.00822471,0.010856,0.0629195,0.014793,0.0215723,0.263681,0.277112,3.55238E-05,3.72172E-05,0.00532869,0.003647,1.10531,0,0.153335,0,0.243623,0.243644,9.36011
