cella,gruppo,variante,gm,f_hz,amp,rl,grandezza,uscita,picco,t_picco,soglia,esito,esiti
gm0x10_lz_iB_i,1,l29d_iB,0a10,1000,0,100k,A_ins,FIXJACK2,4.143e-09,2.362354,0.0001,regge,sotto
gm0x10_lz_iB_i,1,l29d_iB,0a10,1000,0,100k,B2,FIXJACK1,3.474e-09,7.520000,0.0001,regge,sotto
gm0x10_lz_iB_c,1,l29d_iB,0a10,1000,0,100k,A_ins,MAINJACK,7.555e-09,8.000531,0.0001,regge,sotto
gm0x10_lz_iB_c,1,l29d_iB,0a10,1000,0,100k,A_rel,MAINJACK,0.0003037,10.001042,0.0001,NON REGGE,SOPRA|sotto
gm0x10_lz_iB_c,1,l29d_iB,0a10,1000,0,100k,B2,MAINJACK,4.735e-12,8.026854,0.0001,regge,sotto
mev_lz_iB,4,l29d_iB_ev,10,1000,0,100k,A_ins,MAINJACK,1.303e-08,2.362260,0.0001,regge,sotto
mev_lz_iB,4,l29d_iB_ev,10,1000,0,100k,A_rel,MAINJACK,3.189e-08,9.823281,0.0001,regge,sotto
mev_lz_iB,4,l29d_iB_ev,10,1000,0,100k,B2,FIXJACK1,3.474e-09,7.520000,0.0001,regge,sotto
on_r300p_iB,5,accensione_iB,10,1000,0,100k,A_ins,FIXJACK1,2.175e-07,0.292292,0.0001,regge,sotto
on_r300p_iB,5,accensione_iB,10,1000,0,100k,A_rel,FIXJACK1,0.00189,2.601042,0.0001,NON REGGE,SOPRA
on_r10m_iB,5,accensione_iB,10,1000,0,100k,A_ins,FIXJACK1,1.32e-07,0.186948,0.0001,regge,sotto
on_r10m_iB,5,accensione_iB,10,1000,0,100k,A_rel,FIXJACK1,0.005582,2.601042,0.0001,NON REGGE,SOPRA
gm0x10_lz_ii_i,1,l29d_ii,0a10,1000,0,100k,A_ins,FIXJACK2,4.144e-09,2.362354,0.0001,regge,sotto
gm0x10_lz_ii_i,1,l29d_ii,0a10,1000,0,100k,B2,FIXJACK1,3.474e-09,7.520000,0.0001,regge,sotto
gm0x10_lz_ii_c,1,l29d_ii,0a10,1000,0,100k,A_ins,MAINJACK,0.003445,8.000312,0.0001,NON REGGE,SOPRA|sotto
gm0x10_lz_ii_c,1,l29d_ii,0a10,1000,0,100k,A_rel,MAINJACK,0.01021,10.000031,0.0001,NON REGGE,SOPRA|sotto
gm0x10_lz_ii_c,1,l29d_ii,0a10,1000,0,100k,B2,MAINJACK,1.109e-06,8.026927,0.0001,regge,sotto
mev_lz_ii,4,l29d_ii_ev,10,1000,0,100k,A_ins,MAINJACK,1.303e-08,2.362260,0.0001,regge,sotto
mev_lz_ii,4,l29d_ii_ev,10,1000,0,100k,A_rel,MAINJACK,3.189e-08,9.823281,0.0001,regge,sotto
mev_lz_ii,4,l29d_ii_ev,10,1000,0,100k,B2,FIXJACK1,3.474e-09,7.520000,0.0001,regge,sotto
on_r300p_ii,5,accensione_ii,10,1000,0,100k,A_ins,FIXJACK1,0.1927,0.292292,0.0001,NON REGGE,SOPRA
on_r300p_ii,5,accensione_ii,10,1000,0,100k,A_rel,FIXJACK1,0.06373,2.600042,0.0001,NON REGGE,SOPRA
on_r10m_ii,5,accensione_ii,10,1000,0,100k,A_ins,FIXJACK1,0.1151,0.186948,0.0001,NON REGGE,SOPRA
on_r10m_ii,5,accensione_ii,10,1000,0,100k,A_rel,FIXJACK1,0.1896,2.600042,0.0001,NON REGGE,SOPRA
gm0x10_lz_iii_i,1,l29d_iii,0a10,1000,0,100k,A_ins,FIXJACK2,4.143e-09,2.362354,0.0001,regge,sotto
gm0x10_lz_iii_i,1,l29d_iii,0a10,1000,0,100k,B2,FIXJACK1,3.474e-09,7.520000,0.0001,regge,sotto
gm0x10_lz_iii_c,1,l29d_iii,0a10,1000,0,100k,A_ins,MAINJACK,6.797e-06,8.000312,0.0001,regge,sotto
gm0x10_lz_iii_c,1,l29d_iii,0a10,1000,0,100k,A_rel,MAINJACK,3.194e-08,11.323229,0.0001,regge,sotto
gm0x10_lz_iii_c,1,l29d_iii,0a10,1000,0,100k,B2,MAINJACK,1.805e-09,8.026833,0.0001,regge,sotto
mev_lz_iii,4,l29d_iii_ev,10,1000,0,100k,A_ins,MAINJACK,1.303e-08,2.362260,0.0001,regge,sotto
mev_lz_iii,4,l29d_iii_ev,10,1000,0,100k,A_rel,MAINJACK,3.188e-08,9.823135,0.0001,regge,sotto
mev_lz_iii,4,l29d_iii_ev,10,1000,0,100k,B2,FIXJACK1,3.474e-09,7.520000,0.0001,regge,sotto
on_r300p_iii,5,accensione_iii,10,1000,0,100k,A_ins,FIXJACK1,0.0002048,0.292354,0.0001,NON REGGE,SOPRA|sotto
on_r300p_iii,5,accensione_iii,10,1000,0,100k,A_rel,MAINJACK,3.194e-08,3.922865,0.0001,regge,sotto
on_r10m_iii,5,accensione_iii,10,1000,0,100k,A_ins,FIXJACK1,4.445e-05,0.185990,0.0001,regge,sotto
on_r10m_iii,5,accensione_iii,10,1000,0,100k,A_rel,MAINJACK,3.195e-08,3.923042,0.0001,regge,sotto
