cella,file,variante,f_hz,amp,gm,rl,t_ins,t_rel,t_fine,tmax,tipo,rif_ins,rif_rel,t_grad,gruppo,conta
g0mai_lz_iii,g0mai_lz_iii.dat,rif,1000,0,0,100k,1.0,8.5,19.0,1e-05,rif_mai,-,-,0.0,0,
g0sempre_lz_iii,g0sempre_lz_iii.dat,rif,1000,0,0,100k,1.0,8.5,19.0,1e-05,rif_sempre,-,-,0.0,0,
g3mai_lz_iii,g3mai_lz_iii.dat,rif,1000,0,3,100k,1.0,8.5,19.0,1e-05,rif_mai,-,-,0.0,0,
g3sempre_lz_iii,g3sempre_lz_iii.dat,rif,1000,0,3,100k,1.0,8.5,19.0,1e-05,rif_sempre,-,-,0.0,0,
t6mai_1k_iii,t6mai_1k_iii.dat,rif,1000,3.818,10,100k,1.0,8.5,19.0,1e-05,rif_mai,-,-,0.0,0,
t6sempre_1k_iii,t6sempre_1k_iii.dat,rif,1000,3.818,10,100k,1.0,8.5,19.0,1e-05,rif_sempre,-,-,0.0,0,
t12mai_1k_iii,t12mai_1k_iii.dat,rif,1000,3.818,10,100k,1.0,8.5,19.0,1e-05,rif_mai,-,-,0.0,0,
t12sempre_1k_iii,t12sempre_1k_iii.dat,rif,1000,3.818,10,100k,1.0,8.5,19.0,1e-05,rif_sempre,-,-,0.0,0,
t6mai_lz_iii,t6mai_lz_iii.dat,rif,1000,0,10,100k,1.0,8.5,19.0,1e-05,rif_mai,-,-,0.0,0,
t6sempre_lz_iii,t6sempre_lz_iii.dat,rif,1000,0,10,100k,1.0,8.5,19.0,1e-05,rif_sempre,-,-,0.0,0,
t12mai_lz_iii,t12mai_lz_iii.dat,rif,1000,0,10,100k,1.0,8.5,19.0,1e-05,rif_mai,-,-,0.0,0,
t12sempre_lz_iii,t12sempre_lz_iii.dat,rif,1000,0,10,100k,1.0,8.5,19.0,1e-05,rif_sempre,-,-,0.0,0,
gm0x3_1k_iii_i,gm0x3_1k_iii.dat,l29d2_iii,1000,3.818,0a3,100k,1.0,8.0,19.0,1e-05,evento,g0sempre_1k_iii,g0mai_1k_iii,6.5,1,S_ins;B2
gm0x3_1k_iii_c,gm0x3_1k_iii.dat,l29d2_iii,1000,3.818,0a3,100k,8.0,10.0,19.0,1e-05,evento,g3sempre_1k_iii,g3mai_1k_iii,0.0,1,S_rel;B2
gm3x0_1k_iii_i,gm3x0_1k_iii.dat,l29d2_iii,1000,3.818,3a0,100k,1.0,8.0,19.0,1e-05,evento,g3sempre_1k_iii,g3mai_1k_iii,6.5,1,S_ins;B2
gm3x0_1k_iii_c,gm3x0_1k_iii.dat,l29d2_iii,1000,3.818,3a0,100k,8.0,10.0,19.0,1e-05,evento,g0sempre_1k_iii,g0mai_1k_iii,0.0,1,S_rel;B2
gm3x10_1k_iii_i,gm3x10_1k_iii.dat,l29d2_iii,1000,3.818,3a10,100k,1.0,8.0,19.0,1e-05,evento,g3sempre_1k_iii,g3mai_1k_iii,6.5,1,S_ins;B2
gm3x10_1k_iii_c,gm3x10_1k_iii.dat,l29d2_iii,1000,3.818,3a10,100k,8.0,10.0,19.0,1e-05,evento,g10sempre_1k_iii,g10mai_1k_iii,0.0,1,S_rel;B2
gm10x3_1k_iii_i,gm10x3_1k_iii.dat,l29d2_iii,1000,3.818,10a3,100k,1.0,8.0,19.0,1e-05,evento,g10sempre_1k_iii,g10mai_1k_iii,6.5,1,S_ins;B2
gm10x3_1k_iii_c,gm10x3_1k_iii.dat,l29d2_iii,1000,3.818,10a3,100k,8.0,10.0,19.0,1e-05,evento,g3sempre_1k_iii,g3mai_1k_iii,0.0,1,S_rel;B2
gm0x10_1k_iii_i,gm0x10_1k_iii.dat,l29d2_iii,1000,3.818,0a10,100k,1.0,8.0,19.0,1e-05,evento,g0sempre_1k_iii,g0mai_1k_iii,6.5,1,S_ins;B2
gm0x10_1k_iii_c,gm0x10_1k_iii.dat,l29d2_iii,1000,3.818,0a10,100k,8.0,10.0,19.0,1e-05,evento,g10sempre_1k_iii,g10mai_1k_iii,0.0,1,S_rel;B2
gm10x0_1k_iii_i,gm10x0_1k_iii.dat,l29d2_iii,1000,3.818,10a0,100k,1.0,8.0,19.0,1e-05,evento,g10sempre_1k_iii,g10mai_1k_iii,6.5,1,S_ins;B2
gm10x0_1k_iii_c,gm10x0_1k_iii.dat,l29d2_iii,1000,3.818,10a0,100k,8.0,10.0,19.0,1e-05,evento,g0sempre_1k_iii,g0mai_1k_iii,0.0,1,S_rel;B2
gm0x3_20_iii_i,gm0x3_20_iii.dat,l29d2_iii,20,3.818,0a3,100k,1.0,8.0,19.0,1e-05,evento,g0sempre_20_iii,g0mai_20_iii,6.5,1,S_ins;B2
gm0x3_20_iii_c,gm0x3_20_iii.dat,l29d2_iii,20,3.818,0a3,100k,8.0,10.0,19.0,1e-05,evento,g3sempre_20_iii,g3mai_20_iii,0.0,1,S_rel;B2
gm3x0_20_iii_i,gm3x0_20_iii.dat,l29d2_iii,20,3.818,3a0,100k,1.0,8.0,19.0,1e-05,evento,g3sempre_20_iii,g3mai_20_iii,6.5,1,S_ins;B2
gm3x0_20_iii_c,gm3x0_20_iii.dat,l29d2_iii,20,3.818,3a0,100k,8.0,10.0,19.0,1e-05,evento,g0sempre_20_iii,g0mai_20_iii,0.0,1,S_rel;B2
gm3x10_20_iii_i,gm3x10_20_iii.dat,l29d2_iii,20,3.818,3a10,100k,1.0,8.0,19.0,1e-05,evento,g3sempre_20_iii,g3mai_20_iii,6.5,1,S_ins;B2
gm3x10_20_iii_c,gm3x10_20_iii.dat,l29d2_iii,20,3.818,3a10,100k,8.0,10.0,19.0,1e-05,evento,g10sempre_20_iii,g10mai_20_iii,0.0,1,S_rel;B2
gm10x3_20_iii_i,gm10x3_20_iii.dat,l29d2_iii,20,3.818,10a3,100k,1.0,8.0,19.0,1e-05,evento,g10sempre_20_iii,g10mai_20_iii,6.5,1,S_ins;B2
gm10x3_20_iii_c,gm10x3_20_iii.dat,l29d2_iii,20,3.818,10a3,100k,8.0,10.0,19.0,1e-05,evento,g3sempre_20_iii,g3mai_20_iii,0.0,1,S_rel;B2
gm0x10_20_iii_i,gm0x10_20_iii.dat,l29d2_iii,20,3.818,0a10,100k,1.0,8.0,19.0,1e-05,evento,g0sempre_20_iii,g0mai_20_iii,6.5,1,S_ins;B2
gm0x10_20_iii_c,gm0x10_20_iii.dat,l29d2_iii,20,3.818,0a10,100k,8.0,10.0,19.0,1e-05,evento,g10sempre_20_iii,g10mai_20_iii,0.0,1,S_rel;B2
gm10x0_20_iii_i,gm10x0_20_iii.dat,l29d2_iii,20,3.818,10a0,100k,1.0,8.0,19.0,1e-05,evento,g10sempre_20_iii,g10mai_20_iii,6.5,1,S_ins;B2
gm10x0_20_iii_c,gm10x0_20_iii.dat,l29d2_iii,20,3.818,10a0,100k,8.0,10.0,19.0,1e-05,evento,g0sempre_20_iii,g0mai_20_iii,0.0,1,S_rel;B2
gm0x3_lz_iii_i,gm0x3_lz_iii.dat,l29d2_iii,1000,0,0a3,100k,1.0,8.0,19.0,1e-05,evento,g0sempre_lz_iii,g0mai_lz_iii,6.5,1,A_ins;B2
gm0x3_lz_iii_c,gm0x3_lz_iii.dat,l29d2_iii,1000,0,0a3,100k,8.0,10.0,19.0,1e-05,evento,g3sempre_lz_iii,g3mai_lz_iii,0.0,1,A_ins;A_rel;B2
gm3x0_lz_iii_i,gm3x0_lz_iii.dat,l29d2_iii,1000,0,3a0,100k,1.0,8.0,19.0,1e-05,evento,g3sempre_lz_iii,g3mai_lz_iii,6.5,1,A_ins;B2
gm3x0_lz_iii_c,gm3x0_lz_iii.dat,l29d2_iii,1000,0,3a0,100k,8.0,10.0,19.0,1e-05,evento,g0sempre_lz_iii,g0mai_lz_iii,0.0,1,A_ins;A_rel;B2
gm3x10_lz_iii_i,gm3x10_lz_iii.dat,l29d2_iii,1000,0,3a10,100k,1.0,8.0,19.0,1e-05,evento,g3sempre_lz_iii,g3mai_lz_iii,6.5,1,A_ins;B2
gm3x10_lz_iii_c,gm3x10_lz_iii.dat,l29d2_iii,1000,0,3a10,100k,8.0,10.0,19.0,1e-05,evento,g10sempre_lz_iii,g10mai_lz_iii,0.0,1,A_ins;A_rel;B2
gm10x3_lz_iii_i,gm10x3_lz_iii.dat,l29d2_iii,1000,0,10a3,100k,1.0,8.0,19.0,1e-05,evento,g10sempre_lz_iii,g10mai_lz_iii,6.5,1,A_ins;B2
gm10x3_lz_iii_c,gm10x3_lz_iii.dat,l29d2_iii,1000,0,10a3,100k,8.0,10.0,19.0,1e-05,evento,g3sempre_lz_iii,g3mai_lz_iii,0.0,1,A_ins;A_rel;B2
gm0x10_lz_iii_i,gm0x10_lz_iii.dat,l29d2_iii,1000,0,0a10,100k,1.0,8.0,19.0,1e-05,evento,g0sempre_lz_iii,g0mai_lz_iii,6.5,1,A_ins;B2
gm0x10_lz_iii_c,gm0x10_lz_iii.dat,l29d2_iii,1000,0,0a10,100k,8.0,10.0,19.0,1e-05,evento,g10sempre_lz_iii,g10mai_lz_iii,0.0,1,A_ins;A_rel;B2
gm10x0_lz_iii_i,gm10x0_lz_iii.dat,l29d2_iii,1000,0,10a0,100k,1.0,8.0,19.0,1e-05,evento,g10sempre_lz_iii,g10mai_lz_iii,6.5,1,A_ins;B2
gm10x0_lz_iii_c,gm10x0_lz_iii.dat,l29d2_iii,1000,0,10a0,100k,8.0,10.0,19.0,1e-05,evento,g0sempre_lz_iii,g0mai_lz_iii,0.0,1,A_ins;A_rel;B2
pav_gm0x10_0_iii,gm0x10p_lz_iii.dat,pavimento,1000,0,0a10,100k,1.0,1000,19.0,7e-06,pav_num,gm0x10_lz_iii_i,-,0.0,0,
pav_gm0x10_1_iii,gm0x10p_lz_iii.dat,pavimento,1000,0,0a10,100k,8.0,1000,19.0,7e-06,pav_num,gm0x10_lz_iii_i,-,0.0,0,
pav_gm0x10_2_iii,gm0x10p_lz_iii.dat,pavimento,1000,0,0a10,100k,10.0,1000,19.0,7e-06,pav_num,gm0x10_lz_iii_i,-,0.0,0,
tm0x6_1k_iii_i,tm0x6_1k_iii.dat,l29d2_iii,1000,3.818,t0a6,100k,1.0,8.0,19.0,1e-05,evento,g10sempre_1k_iii,g10mai_1k_iii,6.5,2,S_ins;B2
tm0x6_1k_iii_c,tm0x6_1k_iii.dat,l29d2_iii,1000,3.818,t0a6,100k,8.0,10.0,19.0,1e-05,evento,t6sempre_1k_iii,t6mai_1k_iii,0.0,2,S_rel;B2
tm6x0_1k_iii_i,tm6x0_1k_iii.dat,l29d2_iii,1000,3.818,t6a0,100k,1.0,8.0,19.0,1e-05,evento,t6sempre_1k_iii,t6mai_1k_iii,6.5,2,S_ins;B2
tm6x0_1k_iii_c,tm6x0_1k_iii.dat,l29d2_iii,1000,3.818,t6a0,100k,8.0,10.0,19.0,1e-05,evento,g10sempre_1k_iii,g10mai_1k_iii,0.0,2,S_rel;B2
tm6x12_1k_iii_i,tm6x12_1k_iii.dat,l29d2_iii,1000,3.818,t6a12,100k,1.0,8.0,19.0,1e-05,evento,t6sempre_1k_iii,t6mai_1k_iii,6.5,2,S_ins;B2
tm6x12_1k_iii_c,tm6x12_1k_iii.dat,l29d2_iii,1000,3.818,t6a12,100k,8.0,10.0,19.0,1e-05,evento,t12sempre_1k_iii,t12mai_1k_iii,0.0,2,S_rel;B2
tm12x6_1k_iii_i,tm12x6_1k_iii.dat,l29d2_iii,1000,3.818,t12a6,100k,1.0,8.0,19.0,1e-05,evento,t12sempre_1k_iii,t12mai_1k_iii,6.5,2,S_ins;B2
tm12x6_1k_iii_c,tm12x6_1k_iii.dat,l29d2_iii,1000,3.818,t12a6,100k,8.0,10.0,19.0,1e-05,evento,t6sempre_1k_iii,t6mai_1k_iii,0.0,2,S_rel;B2
tm0x12_1k_iii_i,tm0x12_1k_iii.dat,l29d2_iii,1000,3.818,t0a12,100k,1.0,8.0,19.0,1e-05,evento,g10sempre_1k_iii,g10mai_1k_iii,6.5,2,S_ins;B2
tm0x12_1k_iii_c,tm0x12_1k_iii.dat,l29d2_iii,1000,3.818,t0a12,100k,8.0,10.0,19.0,1e-05,evento,t12sempre_1k_iii,t12mai_1k_iii,0.0,2,S_rel;B2
tm12x0_1k_iii_i,tm12x0_1k_iii.dat,l29d2_iii,1000,3.818,t12a0,100k,1.0,8.0,19.0,1e-05,evento,t12sempre_1k_iii,t12mai_1k_iii,6.5,2,S_ins;B2
tm12x0_1k_iii_c,tm12x0_1k_iii.dat,l29d2_iii,1000,3.818,t12a0,100k,8.0,10.0,19.0,1e-05,evento,g10sempre_1k_iii,g10mai_1k_iii,0.0,2,S_rel;B2
tm0x6_lz_iii_i,tm0x6_lz_iii.dat,l29d2_iii,1000,0,t0a6,100k,1.0,8.0,19.0,1e-05,evento,g10sempre_lz_iii,g10mai_lz_iii,6.5,2,A_ins;B2
tm0x6_lz_iii_c,tm0x6_lz_iii.dat,l29d2_iii,1000,0,t0a6,100k,8.0,10.0,19.0,1e-05,evento,t6sempre_lz_iii,t6mai_lz_iii,0.0,2,A_ins;A_rel;B2
tm6x0_lz_iii_i,tm6x0_lz_iii.dat,l29d2_iii,1000,0,t6a0,100k,1.0,8.0,19.0,1e-05,evento,t6sempre_lz_iii,t6mai_lz_iii,6.5,2,A_ins;B2
tm6x0_lz_iii_c,tm6x0_lz_iii.dat,l29d2_iii,1000,0,t6a0,100k,8.0,10.0,19.0,1e-05,evento,g10sempre_lz_iii,g10mai_lz_iii,0.0,2,A_ins;A_rel;B2
tm6x12_lz_iii_i,tm6x12_lz_iii.dat,l29d2_iii,1000,0,t6a12,100k,1.0,8.0,19.0,1e-05,evento,t6sempre_lz_iii,t6mai_lz_iii,6.5,2,A_ins;B2
tm6x12_lz_iii_c,tm6x12_lz_iii.dat,l29d2_iii,1000,0,t6a12,100k,8.0,10.0,19.0,1e-05,evento,t12sempre_lz_iii,t12mai_lz_iii,0.0,2,A_ins;A_rel;B2
tm12x6_lz_iii_i,tm12x6_lz_iii.dat,l29d2_iii,1000,0,t12a6,100k,1.0,8.0,19.0,1e-05,evento,t12sempre_lz_iii,t12mai_lz_iii,6.5,2,A_ins;B2
tm12x6_lz_iii_c,tm12x6_lz_iii.dat,l29d2_iii,1000,0,t12a6,100k,8.0,10.0,19.0,1e-05,evento,t6sempre_lz_iii,t6mai_lz_iii,0.0,2,A_ins;A_rel;B2
tm0x12_lz_iii_i,tm0x12_lz_iii.dat,l29d2_iii,1000,0,t0a12,100k,1.0,8.0,19.0,1e-05,evento,g10sempre_lz_iii,g10mai_lz_iii,6.5,2,A_ins;B2
tm0x12_lz_iii_c,tm0x12_lz_iii.dat,l29d2_iii,1000,0,t0a12,100k,8.0,10.0,19.0,1e-05,evento,t12sempre_lz_iii,t12mai_lz_iii,0.0,2,A_ins;A_rel;B2
tm12x0_lz_iii_i,tm12x0_lz_iii.dat,l29d2_iii,1000,0,t12a0,100k,1.0,8.0,19.0,1e-05,evento,t12sempre_lz_iii,t12mai_lz_iii,6.5,2,A_ins;B2
tm12x0_lz_iii_c,tm12x0_lz_iii.dat,l29d2_iii,1000,0,t12a0,100k,8.0,10.0,19.0,1e-05,evento,g10sempre_lz_iii,g10mai_lz_iii,0.0,2,A_ins;A_rel;B2
rmai_g10t0_dpamax_iii,rmai_g10t0_dpamax_iii.dat,rif_dpamax,1000,0,10,100k,1.0,8.5,19.0,1e-05,rif_mai,-,-,0.0,3,
rsempre_g10t0_dpamax_iii,rsempre_g10t0_dpamax_iii.dat,rif_dpamax,1000,0,10,100k,1.0,8.5,19.0,1e-05,rif_sempre,-,-,0.0,3,
rmai_g0t0_dpamax_iii,rmai_g0t0_dpamax_iii.dat,rif_dpamax,1000,0,0,100k,1.0,8.5,19.0,1e-05,rif_mai,-,-,0.0,3,
rsempre_g0t0_dpamax_iii,rsempre_g0t0_dpamax_iii.dat,rif_dpamax,1000,0,0,100k,1.0,8.5,19.0,1e-05,rif_sempre,-,-,0.0,3,
rmai_g10t12_dpamax_iii,rmai_g10t12_dpamax_iii.dat,rif_dpamax,1000,0,10,100k,1.0,8.5,19.0,1e-05,rif_mai,-,-,0.0,3,
rsempre_g10t12_dpamax_iii,rsempre_g10t12_dpamax_iii.dat,rif_dpamax,1000,0,10,100k,1.0,8.5,19.0,1e-05,rif_sempre,-,-,0.0,3,
x01000_dpamax_iii_i,x01000_dpamax_iii.dat,l29d2_iii_dpamax,1000,0,g0a10_t0a0,100k,1.0,8.0,19.0,1e-05,evento,rsempre_g0t0_dpamax_iii,rmai_g0t0_dpamax_iii,6.5,3,A_ins;B2
x01000_dpamax_iii_c,x01000_dpamax_iii.dat,l29d2_iii_dpamax,1000,0,g0a10_t0a0,100k,8.0,10.0,19.0,1e-05,evento,rsempre_g10t0_dpamax_iii,rmai_g10t0_dpamax_iii,0.0,3,A_ins;A_rel;B2
x10000_dpamax_iii_i,x10000_dpamax_iii.dat,l29d2_iii_dpamax,1000,0,g10a0_t0a0,100k,1.0,8.0,19.0,1e-05,evento,rsempre_g10t0_dpamax_iii,rmai_g10t0_dpamax_iii,6.5,3,A_ins;B2
x10000_dpamax_iii_c,x10000_dpamax_iii.dat,l29d2_iii_dpamax,1000,0,g10a0_t0a0,100k,8.0,10.0,19.0,1e-05,evento,rsempre_g0t0_dpamax_iii,rmai_g0t0_dpamax_iii,0.0,3,A_ins;A_rel;B2
x1010012_dpamax_iii_i,x1010012_dpamax_iii.dat,l29d2_iii_dpamax,1000,0,g10a10_t0a12,100k,1.0,8.0,19.0,1e-05,evento,rsempre_g10t0_dpamax_iii,rmai_g10t0_dpamax_iii,6.5,3,A_ins;B2
x1010012_dpamax_iii_c,x1010012_dpamax_iii.dat,l29d2_iii_dpamax,1000,0,g10a10_t0a12,100k,8.0,10.0,19.0,1e-05,evento,rsempre_g10t12_dpamax_iii,rmai_g10t12_dpamax_iii,0.0,3,A_ins;A_rel;B2
x1010120_dpamax_iii_i,x1010120_dpamax_iii.dat,l29d2_iii_dpamax,1000,0,g10a10_t12a0,100k,1.0,8.0,19.0,1e-05,evento,rsempre_g10t12_dpamax_iii,rmai_g10t12_dpamax_iii,6.5,3,A_ins;B2
x1010120_dpamax_iii_c,x1010120_dpamax_iii.dat,l29d2_iii_dpamax,1000,0,g10a10_t12a0,100k,8.0,10.0,19.0,1e-05,evento,rsempre_g10t0_dpamax_iii,rmai_g10t0_dpamax_iii,0.0,3,A_ins;A_rel;B2
xm_dpamax_iii,xm_dpamax_iii.dat,l29d2_iii_dpamax,1000,0,10,100k,1.0,8.5,17.5,1e-05,evento,rsempre_g10t0_dpamax_iii,rmai_g10t0_dpamax_iii,6.5,3,A_ins;A_rel;B2
rmai_g10t0_dpminmax_iii,rmai_g10t0_dpminmax_iii.dat,rif_dpminmax,1000,0,10,100k,1.0,8.5,19.0,1e-05,rif_mai,-,-,0.0,3,
rsempre_g10t0_dpminmax_iii,rsempre_g10t0_dpminmax_iii.dat,rif_dpminmax,1000,0,10,100k,1.0,8.5,19.0,1e-05,rif_sempre,-,-,0.0,3,
rmai_g0t0_dpminmax_iii,rmai_g0t0_dpminmax_iii.dat,rif_dpminmax,1000,0,0,100k,1.0,8.5,19.0,1e-05,rif_mai,-,-,0.0,3,
rsempre_g0t0_dpminmax_iii,rsempre_g0t0_dpminmax_iii.dat,rif_dpminmax,1000,0,0,100k,1.0,8.5,19.0,1e-05,rif_sempre,-,-,0.0,3,
rmai_g10t12_dpminmax_iii,rmai_g10t12_dpminmax_iii.dat,rif_dpminmax,1000,0,10,100k,1.0,8.5,19.0,1e-05,rif_mai,-,-,0.0,3,
rsempre_g10t12_dpminmax_iii,rsempre_g10t12_dpminmax_iii.dat,rif_dpminmax,1000,0,10,100k,1.0,8.5,19.0,1e-05,rif_sempre,-,-,0.0,3,
x01000_dpminmax_iii_i,x01000_dpminmax_iii.dat,l29d2_iii_dpminmax,1000,0,g0a10_t0a0,100k,1.0,8.0,19.0,1e-05,evento,rsempre_g0t0_dpminmax_iii,rmai_g0t0_dpminmax_iii,6.5,3,A_ins;B2
x01000_dpminmax_iii_c,x01000_dpminmax_iii.dat,l29d2_iii_dpminmax,1000,0,g0a10_t0a0,100k,8.0,10.0,19.0,1e-05,evento,rsempre_g10t0_dpminmax_iii,rmai_g10t0_dpminmax_iii,0.0,3,A_ins;A_rel;B2
x10000_dpminmax_iii_i,x10000_dpminmax_iii.dat,l29d2_iii_dpminmax,1000,0,g10a0_t0a0,100k,1.0,8.0,19.0,1e-05,evento,rsempre_g10t0_dpminmax_iii,rmai_g10t0_dpminmax_iii,6.5,3,A_ins;B2
x10000_dpminmax_iii_c,x10000_dpminmax_iii.dat,l29d2_iii_dpminmax,1000,0,g10a0_t0a0,100k,8.0,10.0,19.0,1e-05,evento,rsempre_g0t0_dpminmax_iii,rmai_g0t0_dpminmax_iii,0.0,3,A_ins;A_rel;B2
x1010012_dpminmax_iii_i,x1010012_dpminmax_iii.dat,l29d2_iii_dpminmax,1000,0,g10a10_t0a12,100k,1.0,8.0,19.0,1e-05,evento,rsempre_g10t0_dpminmax_iii,rmai_g10t0_dpminmax_iii,6.5,3,A_ins;B2
x1010012_dpminmax_iii_c,x1010012_dpminmax_iii.dat,l29d2_iii_dpminmax,1000,0,g10a10_t0a12,100k,8.0,10.0,19.0,1e-05,evento,rsempre_g10t12_dpminmax_iii,rmai_g10t12_dpminmax_iii,0.0,3,A_ins;A_rel;B2
x1010120_dpminmax_iii_i,x1010120_dpminmax_iii.dat,l29d2_iii_dpminmax,1000,0,g10a10_t12a0,100k,1.0,8.0,19.0,1e-05,evento,rsempre_g10t12_dpminmax_iii,rmai_g10t12_dpminmax_iii,6.5,3,A_ins;B2
x1010120_dpminmax_iii_c,x1010120_dpminmax_iii.dat,l29d2_iii_dpminmax,1000,0,g10a10_t12a0,100k,8.0,10.0,19.0,1e-05,evento,rsempre_g10t0_dpminmax_iii,rmai_g10t0_dpminmax_iii,0.0,3,A_ins;A_rel;B2
xm_dpminmax_iii,xm_dpminmax_iii.dat,l29d2_iii_dpminmax,1000,0,10,100k,1.0,8.5,17.5,1e-05,evento,rsempre_g10t0_dpminmax_iii,rmai_g10t0_dpminmax_iii,6.5,3,A_ins;A_rel;B2
rmai_g10t0_dpmaxmax_iii,rmai_g10t0_dpmaxmax_iii.dat,rif_dpmaxmax,1000,0,10,100k,1.0,8.5,19.0,1e-05,rif_mai,-,-,0.0,3,
rsempre_g10t0_dpmaxmax_iii,rsempre_g10t0_dpmaxmax_iii.dat,rif_dpmaxmax,1000,0,10,100k,1.0,8.5,19.0,1e-05,rif_sempre,-,-,0.0,3,
rmai_g0t0_dpmaxmax_iii,rmai_g0t0_dpmaxmax_iii.dat,rif_dpmaxmax,1000,0,0,100k,1.0,8.5,19.0,1e-05,rif_mai,-,-,0.0,3,
rsempre_g0t0_dpmaxmax_iii,rsempre_g0t0_dpmaxmax_iii.dat,rif_dpmaxmax,1000,0,0,100k,1.0,8.5,19.0,1e-05,rif_sempre,-,-,0.0,3,
rmai_g10t12_dpmaxmax_iii,rmai_g10t12_dpmaxmax_iii.dat,rif_dpmaxmax,1000,0,10,100k,1.0,8.5,19.0,1e-05,rif_mai,-,-,0.0,3,
rsempre_g10t12_dpmaxmax_iii,rsempre_g10t12_dpmaxmax_iii.dat,rif_dpmaxmax,1000,0,10,100k,1.0,8.5,19.0,1e-05,rif_sempre,-,-,0.0,3,
x01000_dpmaxmax_iii_i,x01000_dpmaxmax_iii.dat,l29d2_iii_dpmaxmax,1000,0,g0a10_t0a0,100k,1.0,8.0,19.0,1e-05,evento,rsempre_g0t0_dpmaxmax_iii,rmai_g0t0_dpmaxmax_iii,6.5,3,A_ins;B2
x01000_dpmaxmax_iii_c,x01000_dpmaxmax_iii.dat,l29d2_iii_dpmaxmax,1000,0,g0a10_t0a0,100k,8.0,10.0,19.0,1e-05,evento,rsempre_g10t0_dpmaxmax_iii,rmai_g10t0_dpmaxmax_iii,0.0,3,A_ins;A_rel;B2
x10000_dpmaxmax_iii_i,x10000_dpmaxmax_iii.dat,l29d2_iii_dpmaxmax,1000,0,g10a0_t0a0,100k,1.0,8.0,19.0,1e-05,evento,rsempre_g10t0_dpmaxmax_iii,rmai_g10t0_dpmaxmax_iii,6.5,3,A_ins;B2
x10000_dpmaxmax_iii_c,x10000_dpmaxmax_iii.dat,l29d2_iii_dpmaxmax,1000,0,g10a0_t0a0,100k,8.0,10.0,19.0,1e-05,evento,rsempre_g0t0_dpmaxmax_iii,rmai_g0t0_dpmaxmax_iii,0.0,3,A_ins;A_rel;B2
x1010012_dpmaxmax_iii_i,x1010012_dpmaxmax_iii.dat,l29d2_iii_dpmaxmax,1000,0,g10a10_t0a12,100k,1.0,8.0,19.0,1e-05,evento,rsempre_g10t0_dpmaxmax_iii,rmai_g10t0_dpmaxmax_iii,6.5,3,A_ins;B2
x1010012_dpmaxmax_iii_c,x1010012_dpmaxmax_iii.dat,l29d2_iii_dpmaxmax,1000,0,g10a10_t0a12,100k,8.0,10.0,19.0,1e-05,evento,rsempre_g10t12_dpmaxmax_iii,rmai_g10t12_dpmaxmax_iii,0.0,3,A_ins;A_rel;B2
x1010120_dpmaxmax_iii_i,x1010120_dpmaxmax_iii.dat,l29d2_iii_dpmaxmax,1000,0,g10a10_t12a0,100k,1.0,8.0,19.0,1e-05,evento,rsempre_g10t12_dpmaxmax_iii,rmai_g10t12_dpmaxmax_iii,6.5,3,A_ins;B2
