var,rsrc,pos,cprobe,fcross_hz,pm_deg,tdb_10hz,rload
xa,1k,1,1n,451427,66.1052,81.5442,100k
xa,1k,1,1.5n,450674,65.0654,81.5442,100k
xa,1k,1,2.2n,447671,63.8097,81.5442,100k
xa,1k,1,2.7n,444510,63.0758,81.5442,100k
xa,1k,1,3.3n,439983,62.3757,81.5442,100k
xa,1k,1,4.7n,428264,61.3927,81.5441,100k
xa,2.5k,1,1f,448926,68.1916,81.5442,100k
xa,2.5k,1,47p,449160,68.0831,81.5442,100k
xa,2.5k,1,100p,449411,67.9607,81.5442,100k
xa,2.5k,1,220p,449927,67.6832,81.5442,100k
xa,2.5k,1,470p,450761,67.1068,81.5442,100k
xa,2.5k,1,1n,451414,65.9178,81.5442,100k
xa,2.5k,1,1.5n,450661,64.8783,81.5442,100k
xa,2.5k,1,2.2n,447659,63.6239,81.5442,100k
xa,2.5k,1,2.7n,444497,62.8913,81.5442,100k
xa,2.5k,1,3.3n,439972,62.1931,81.5441,100k
xa,2.5k,1,4.7n,428254,61.2149,81.5441,100k
xa,2.571k,1,1f,448924,68.1828,81.5442,100k
xa,2.571k,1,47p,449158,68.0743,81.5442,100k
xa,2.571k,1,100p,449409,67.9519,81.5442,100k
xa,2.571k,1,220p,449925,67.6744,81.5442,100k
xa,2.571k,1,470p,450759,67.098,81.5442,100k
xa,2.571k,1,1n,451412,65.909,81.5442,100k
xa,2.571k,1,1.5n,450659,64.8695,81.5442,100k
xa,2.571k,1,2.2n,447657,63.6152,81.5442,100k
xa,2.571k,1,2.7n,444496,62.8827,81.5442,100k
xa,2.571k,1,3.3n,439970,62.1845,81.5442,100k
xa,2.571k,1,4.7n,428252,61.2066,81.5441,100k
xa,2.611k,1,1f,448924,68.1778,81.5442,100k
xa,2.611k,1,47p,449158,68.0694,81.5442,100k
xa,2.611k,1,100p,449409,67.9469,81.5442,100k
xa,2.611k,1,220p,449925,67.6694,81.5442,100k
xa,2.611k,1,470p,450758,67.093,81.5442,100k
xa,2.611k,1,1n,451412,65.904,81.5442,100k
xa,2.611k,1,1.5n,450659,64.8646,81.5442,100k
xa,2.611k,1,2.2n,447656,63.6103,81.5442,100k
xa,2.611k,1,2.7n,444495,62.8778,81.5442,100k
xa,2.611k,1,3.3n,439970,62.1797,81.5442,100k
xa,2.611k,1,4.7n,428252,61.2019,81.5441,100k
xa,1m,1,1f,448401,68.5039,81.3556,10k
xa,1m,1,47p,448632,68.3968,81.3556,10k
xa,1m,1,100p,448880,68.2758,81.3556,10k
xa,1m,1,220p,449389,68.0017,81.3556,10k
xa,1m,1,470p,450214,67.4322,81.3556,10k
xa,1m,1,1n,450866,66.2563,81.3556,10k
xa,1m,1,1.5n,450135,65.2266,81.3557,10k
xa,1m,1,2.2n,447191,63.9804,81.3557,10k
xa,1m,1,2.7n,444094,63.2495,81.3557,10k
xa,1m,1,3.3n,439633,62.5506,81.3558,10k
xa,1m,1,4.7n,428056,61.562,81.3558,10k
xa,1k,1,1f,448397,68.3793,81.3556,10k
xa,1k,1,47p,448628,68.2721,81.3556,10k
xa,1k,1,100p,448876,68.1511,81.3556,10k
xa,1k,1,220p,449385,67.8768,81.3556,10k
xa,1k,1,470p,450209,67.3071,81.3556,10k
xa,1k,1,1n,450862,66.131,81.3556,10k
xa,1k,1,1.5n,450131,65.1015,81.3557,10k
xa,1k,1,2.2n,447187,63.8561,81.3557,10k
xa,1k,1,2.7n,444090,63.1261,81.3557,10k
xa,1k,1,3.3n,439629,62.4284,81.3558,10k
xa,1k,1,4.7n,428053,61.4431,81.3558,10k
xa,2.5k,1,1f,448384,68.1931,81.3556,10k
xa,2.5k,1,47p,448615,68.0858,81.3556,10k
xa,2.5k,1,100p,448862,67.9646,81.3556,10k
xa,2.5k,1,220p,449372,67.6902,81.3556,10k
xa,2.5k,1,470p,450196,67.1201,81.3556,10k
xa,2.5k,1,1n,450849,65.9438,81.3556,10k
xa,2.5k,1,1.5n,450118,64.9146,81.3556,10k
xa,2.5k,1,2.2n,447174,63.6705,81.3557,10k
xa,2.5k,1,2.7n,444077,62.9418,81.3557,10k
xa,2.5k,1,3.3n,439618,62.2459,81.3557,10k
xa,2.5k,1,4.7n,428042,61.2653,81.3558,10k
xa,2.571k,1,1f,448382,68.1843,81.3556,10k
xa,2.571k,1,47p,448613,68.077,81.3556,10k
xa,2.571k,1,100p,448860,67.9559,81.3556,10k
xa,2.571k,1,220p,449370,67.6814,81.3556,10k
xa,2.571k,1,470p,450194,67.1113,81.3556,10k
xa,2.571k,1,1n,450847,65.935,81.3556,10k
xa,2.571k,1,1.5n,450116,64.9059,81.3557,10k
xa,2.571k,1,2.2n,447172,63.6618,81.3557,10k
xa,2.571k,1,2.7n,444076,62.9331,81.3557,10k
xa,2.571k,1,3.3n,439616,62.2374,81.3558,10k
xa,2.571k,1,4.7n,428041,61.257,81.3558,10k
xa,2.611k,1,1f,448381,68.1794,81.3556,10k
xa,2.611k,1,47p,448612,68.0721,81.3556,10k
xa,2.611k,1,100p,448860,67.9509,81.3556,10k
xa,2.611k,1,220p,449369,67.6765,81.3556,10k
xa,2.611k,1,470p,450194,67.1064,81.3556,10k
xa,2.611k,1,1n,450846,65.9301,81.3556,10k
xa,2.611k,1,1.5n,450115,64.9009,81.3557,10k
xa,2.611k,1,2.2n,447172,63.6569,81.3557,10k
xa,2.611k,1,2.7n,444075,62.9282,81.3557,10k
xa,2.611k,1,3.3n,439615,62.2325,81.3558,10k
xa,2.611k,1,4.7n,428040,61.2523,81.3558,10k
