cablaggio,f_hz,rj1,blk,icmax_q132,icmin_q132,icmax_q133,icmin_q133,classe_a,vpk_outa,vpk_j2,irms_rsep1
2,1000,0.01,f2,0.0145611,0.0145512,-0.0145411,-0.0145711,1,3.799,3.80882,0.0465687
2,20000,470k,a,0.0148042,0.0143063,-0.0143302,-0.0147845,1,3.80097,3.81344,1.14851E-05
2,20000,470k,f1,0.0145615,0.01455,-0.0145286,-0.0145818,1,3.80097,3.81344,1.14851E-05
2,20000,470k,f2,0.0145615,0.01455,-0.0145286,-0.0145818,1,3.80097,3.81344,1.14851E-05
2,20000,10k,a,0.0149895,0.0141213,-0.0141479,-0.0149668,1,3.80095,3.81342,0.000274381
2,20000,10k,f1,0.0145615,0.01455,-0.0145286,-0.0145818,1,3.80095,3.81342,0.000274381
2,20000,10k,f2,0.0145615,0.01455,-0.0145286,-0.0145818,1,3.80095,3.81342,0.000274381
2,20000,1k,a,0.0166233,0.0125024,-0.0125522,-0.0165822,1,3.80082,3.8133,0.00258351
2,20000,1k,f1,0.0145615,0.01455,-0.0145286,-0.0145818,1,3.80082,3.8133,0.00258351
2,20000,1k,f2,0.0145615,0.01455,-0.0145286,-0.0145818,1,3.80082,3.8133,0.00258351
2,20000,100,a,0.0284053,0.00209537,-0.00225481,-0.0282539,1,3.79997,3.81244,0.0183614
2,20000,100,f1,0.0145615,0.01455,-0.0145286,-0.0145818,1,3.79997,3.81244,0.0183614
2,20000,100,f2,0.0145615,0.01455,-0.0145286,-0.0145818,1,3.79997,3.81244,0.0183614
2,20000,47,a,0.0406192,-3.18906E-06,3.36651E-06,-0.040626,0,3.79943,3.8119,0.0287043
2,20000,47,f1,0.0145615,0.01455,-0.0145286,-0.0145818,1,3.79943,3.8119,0.0287043
2,20000,47,f2,0.0145615,0.01455,-0.0145286,-0.0145818,1,3.79943,3.8119,0.0287043
2,20000,22,a,0.0551429,-1.00609E-05,1.19003E-05,-0.0551528,0,3.79906,3.81153,0.0390927
2,20000,22,f1,0.0145615,0.01455,-0.0145286,-0.0145817,1,3.79906,3.81153,0.0390927
2,20000,22,f2,0.0145615,0.01455,-0.0145286,-0.0145817,1,3.79906,3.81153,0.0390927
2,20000,10,a,0.0666375,-1.2501E-05,1.48797E-05,-0.0666519,0,3.79879,3.81126,0.0473108
2,20000,10,f1,0.0145615,0.01455,-0.0145286,-0.0145818,1,3.79879,3.81126,0.0473108
2,20000,10,f2,0.0145615,0.01455,-0.0145286,-0.0145818,1,3.79879,3.81126,0.0473108
2,20000,1,a,0.079015,-1.45477E-05,1.72625E-05,-0.0790388,0,3.79851,3.81098,0.0561639
2,20000,1,f1,0.0145615,0.01455,-0.0145285,-0.0145819,1,3.79851,3.81098,0.0561639
2,20000,1,f2,0.0145615,0.01455,-0.0145285,-0.0145819,1,3.79851,3.81098,0.0561639
2,20000,0.01,a,0.0806645,-1.47604E-05,1.75084E-05,-0.0806899,0,3.79848,3.81095,0.057344
2,20000,0.01,f1,0.0145615,0.01455,-0.0145285,-0.0145818,1,3.79848,3.81095,0.057344
2,20000,0.01,f2,0.0145615,0.01455,-0.0145285,-0.0145818,1,3.79848,3.81095,0.057344
